# GENERATED by mass_fractions.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-12T22:37:02Z
# dataset     = data/literature/murgia_2021/13395_2021_279_MOESM1_ESM.xlsx sha256 223f875331e1b0de0e97ad80a2a8149932a160be4183f573bbb2908d30210d2a
# accessions  = config/accessions.ini sha256 eab7879e14401408aa6c70f4047db865441ca64fa933e1e751b571bfa7cac220
# composition = outputs/composition/amino_acid_composition_per_protein.tsv sha256 9ecb8ae2215e5755640d0ff4a5dd19bf23d7518a8401d0d7a77c6ad74939cdd4
# rules       = B0-B5, D31 (within-tier), D47 (summed rows), D48 (shared rows)
# header_whitespace_stripped_for = ['Median 1', 'Standard deviation 1', 'Median 2A', 'Standard deviation 2A', 'Median 2X', 'Standard deviation 2X']
# ranking = by largest median value (molar, as published: normalised to the dataset's anchor protein); MW is known only for pool entries, so no v*MW share here
rank	gene	kind	n_rows	v_I	v_IIa	v_IIx	v_share_of_file_I	v_share_of_file_IIa	v_share_of_file_IIx	valid_I	valid_IIa	valid_IIx
1	MYLPF	single_name	1	1157.47998	66901.08594	68573.67188	0.0009024648202	0.05081777512	0.04982216533	19	29	13
2	CKM	single_name	1	8165.046387	21119.24023	26811.85352	0.006366129215	0.01604208341	0.01948013811	19	29	13
3	GAPDH	single_name	2	1666.911596	14953.11828	23314.48344	0.001299658827	0.01135832388	0.01693912571	19	29	13
4	DCD	single_name	1	3672.373047	9313.295898	22643.85352	0.002863278447	0.007074339227	0.01645187989	19	29	13
5	SLC25A4	single_name	1	15890.54785	10418.17773	6471.549316	0.01238955373	0.007913602684	0.004701900761	19	29	13
6	HBA1	single_name	1	14066.83691	8921.34668	10262.64844	0.01096764148	0.006776616298	0.007456321839	19	29	13
7	TMEM159	single_name	1	86.87755585	31.08867836	13917.87097	6.773675497e-05	2.361482543e-05	0.01011202185	15	15	6
8	ENO3	single_name	1	2388.025635	12082.85156	13592.15625	0.001861897537	0.009178081714	0.009875373994	19	29	13
9	MT-CO2	single_name	1	13319.3418	11902.70508	5620.014648	0.01038483395	0.009041243225	0.004083218695	19	29	13
10	ATP5A1	single_name	1	13167.00391	8428.019531	6459.949219	0.01026605904	0.006401887133	0.004693472716	19	29	13
11	CKMT2	single_name	1	12074.35352	8818.139648	4117.947754	0.009414140597	0.006698220684	0.00299189278	19	29	13
12	ATP5B	single_name	2	10940.64024	9733.731118	4768.518311	0.008530206217	0.007393699999	0.003464564478	19	29	13
13	RPS27A;UBB;UBA52;UBC	multi_gene_cell	1	8021.5625	9945.772461	10795.05664	0.006254257595	0.007554765685	0.00784314274	19	29	13
14	PYGM	single_name	1	2372.210205	7842.375977	10155.4043	0.001849566552	0.005957034825	0.007378403665	19	29	13
15	FHL1	single_name	1	2409.477783	9905.511719	6845.54541	0.001878623364	0.007524183799	0.004973627427	19	29	13
16	KRT1	single_name	1	9738.451172	5379.296875	8005.194336	0.007592882585	0.004086090608	0.005816169746	19	29	13
17	MDH2	single_name	1	9443.625977	9558.52832	4746.815918	0.007363013065	0.007260616713	0.003448796615	19	29	13
18	HBB	single_name	1	9405.699219	5206.144531	6947.433594	0.007333442304	0.003954564837	0.005047654233	19	29	13
19	IDH2	single_name	1	8976.74707	5132.293945	2149.66333	0.006998996585	0.003898468252	0.001561836765	19	29	13
20	PKM	single_name	2	493.2050618	5207.847816	8669.81132	0.0003845424758	0.003955858645	0.006299046867	19	29	13
21	COX4I1	single_name	1	8577.581055	6838.804199	3161.059326	0.00668777454	0.00519472605	0.002296665995	19	29	13
22	ATP5D	single_name	1	8061.458984	5932.883301	4894.632812	0.006285364115	0.004506592459	0.003556192902	19	29	13
23	CLCC1	single_name	1	554.0253296	14.79439259	7311.170654	0.0004319628658	1.123775653e-05	0.005311927204	13	15	4
24	NDUFA4	single_name	1	6935.066406	4072.798584	2365.12793	0.005407137543	0.003093680164	0.001718382457	19	29	13
25	HIST2H2AA3;HIST2H2AC	multi_gene_cell	1	4627.214844	4485.418945	6369.106934	0.003607750184	0.003407104804	0.004627471302	19	29	13
26	ATP5H	single_name	1	6254.108398	5164.293457	4522.385254	0.004876207715	0.003922774943	0.003285736634	19	29	13
27	COX6C	single_name	1	6208.763672	3763.091797	1752.884277	0.004840853307	0.00285842823	0.001273557152	19	29	13
28	LDHA	single_name	1	262.5088806	3970.70459	5787.138672	0.0002046731121	0.003016130009	0.004204642566	19	29	13
29	SOD2	single_name	1	5170.172363	2717.0896	1756.068604	0.004031083691	0.002063889492	0.001275870723	19	29	13
30	HIST1H2BB;HIST2H2BE;HIST1H2BO;HIST1H2BJ	multi_gene_cell	1	4977.943848	4580.396973	4621.51709	0.003881206824	0.003479249702	0.003357760817	19	29	13
31	UQCRFS1;UQCRFS1P1	multi_gene_cell	1	4934.338867	4347.389648	2542.848389	0.003847208862	0.003302258348	0.001847505163	19	29	13
32	COX5B	single_name	1	4882.630371	4836.810059	2223.535156	0.003806892745	0.003674019972	0.001615508301	19	29	13
33	ATP5I	single_name	1	4569.100098	2980.365967	2543.077393	0.003562439237	0.00226387308	0.001847671546	19	28	13
34	SYPL2	single_name	1	2011.859863	1988.773193	4373.569824	0.001568608339	0.001510663504	0.003177614862	19	29	13
35	UQCRB	single_name	1	4068.695557	2761.225586	1411.624756	0.003172283466	0.002097414996	0.001025615226	19	29	13
36	RGS10	single_name	1	3715.684082	4065.776855	1110.668579	0.002897047226	0.00308834649	0.0008069556735	19	19	11
37	COTL1	single_name	1	330.6453094	184.5402794	3984.474213	0.0002577977717	0.000140175997	0.002894917649	10	12	4
38	ATP5C1	single_name	1	3942.751709	2698.788818	1953.719238	0.003074087476	0.002049988298	0.001419473688	19	29	13
39	ACAT1	single_name	2	3924.24017	2430.115837	1408.605663	0.003059654386	0.001845905465	0.001023421706	19	29	13
40	UQCRC1	single_name	1	3921.276367	2925.742676	1750.167603	0.003057343567	0.002222381465	0.001271583354	19	29	13
41	CYB5R1	single_name	1	3901.418213	1001.724121	953.9226685	0.003041860547	0.0007609053038	0.0006930720144	19	29	13
42	CS	single_name	2	3839.35083	2799.480225	2012.487549	0.002993467805	0.002126473054	0.001462171773	19	29	13
43	CYCS	single_name	1	3827.051758	2797.120361	1770.731079	0.002983878456	0.002124680512	0.001286523737	19	29	13
44	COX7C	single_name	1	3717.470459	2556.364868	1446.999512	0.00289844003	0.001941803682	0.001051316736	19	28	13
45	VDAC1	single_name	1	3693.749756	2728.357422	1971.597168	0.002879945455	0.002072448481	0.001432462888	19	29	13
46	HADHA	single_name	1	3516.84082	1921.079712	1505.004761	0.00274201297	0.001459243829	0.001093460419	19	29	13
47	ACO2	single_name	1	3507.739502	3373.213135	1618.271729	0.002734916847	0.002562278087	0.001175754475	19	29	13
48	DECR2	single_name	1	3434.958984	60.69972467	831.43396	0.002678171281	4.610724796e-05	0.0006040779075	17	10	7
49	GOT2	single_name	1	3233.391846	3330.918213	1663.936401	0.00252101327	0.002530151048	0.00120893212	19	29	13
50	UQCRC2	single_name	1	3210.81958	2493.220459	1939.987305	0.00250341411	0.001893839462	0.001409496759	19	29	13
51	HIST1H4A	single_name	1	3040.734863	3178.47998	3122.951416	0.002370802336	0.002414359627	0.002268978713	19	29	13
52	HADHB	single_name	1	3113.092285	1664.097412	1308.519897	0.002427218023	0.001264041187	0.0009507044451	19	29	13
53	HADH	single_name	1	3089.871582	1618.706055	940.038208	0.002409113288	0.001229562108	0.0006829842669	19	29	13
54	CISD1	single_name	1	3019.219238	2425.277832	1258.432007	0.002354027018	0.001842230537	0.0009143131144	19	29	13
55	COX5A	single_name	1	3008.48999	2204.112549	1055.635742	0.00234566163	0.001674234346	0.0007669715947	19	29	13
56	ATPIF1	single_name	1	2992.182495	1894.671509	772.3036499	0.002332946991	0.001439184272	0.0005611168117	18	29	13
57	PGAM2	single_name	1	291.2973633	2683.930908	2775.233154	0.0002271189368	0.002038702293	0.002016344192	19	29	13
58	UQCRQ	single_name	1	2666.87085	1952.458069	931.1265259	0.002079307774	0.001483078693	0.0006765094889	19	28	13
59	ETFB	single_name	1	2642.060059	1217.265503	539.1958008	0.002059963279	0.0009246296039	0.0003917524262	19	29	13
60	ATP5F1	single_name	1	2572.982666	2208.230469	1505.685547	0.002006104968	0.0016773623	0.001093955044	19	29	13
61	MYL5	single_name	1	2546.618164	92.42104721	28.46769714	0.001985549074	7.020262717e-05	2.068319043e-05	18	8	8
62	COX7B	single_name	1	2541.020508	1524.053467	1502.126343	0.001981184689	0.001157664412	0.001091369106	17	27	11
63	NNT	single_name	2	2471.964844	1741.236763	993.979085	0.00192734332	0.001322635904	0.0007221749828	19	29	13
64	ATP5O	single_name	1	2471.059814	1499.564575	939.7885742	0.001926637686	0.001139062756	0.0006828028956	19	29	13
65	ACADVL	single_name	1	2449.543457	1566.918701	1648.40564	0.001909861797	0.001190224659	0.001197648253	19	29	13
66	ATP5J2;ATP5J2-PTCD1	multi_gene_cell	1	2067.413635	2406.341553	1224.548706	0.001611922544	0.001827846621	0.00088969522	18	27	13
67	PRDX2	single_name	1	810.7155151	1524.254272	2350.593018	0.0006320992535	0.001157816944	0.001707822124	19	29	13
68	MYL6B	single_name	1	2338.794922	147.8209229	169.0623322	0.0018235133	0.0001122841328	0.0001228321487	19	29	13
69	FH	single_name	1	2276.225342	1901.318604	1299.051636	0.001774729005	0.001444233376	0.0009438252845	19	29	13
70	HSPB6	single_name	1	2275.534668	1596.160889	655.7737427	0.0017741905	0.001212436898	0.0004764520687	19	29	13
71	ETFA	single_name	1	2263.155762	1561.917725	685.6806641	0.001764538905	0.001186425939	0.0004981809268	19	29	13
72	GBAS	single_name	1	2254.84375	1871.602051	966.4252319	0.00175805819	0.001421660812	0.0007021557453	19	29	13
73	PGK1	single_name	1	202.8314362	2240.839844	2105.985596	0.0001581437594	0.00170213224	0.00153010273	19	29	13
74	TIAL1	single_name	1	2238.44535	15.21556377	0	0.001745272674	1.155767634e-05	0	2	1	0
75	HSPB7	single_name	3	1770.805255	2214.567505	1044.341644	0.001380662709	0.001682175885	0.0007587658738	19	29	13
76	CD58	single_name	1	39.43893433	14.20127821	2186.175842	3.074977656e-05	1.078722942e-05	0.001588364911	12	8	2
77	C21orf33	single_name	1	2177.21582	1307.515381	499.0451355	0.00169753319	0.0009931830203	0.0003625809814	19	28	13
78	PRH1	single_name	1	50.91317177	78.56301117	2173.713135	3.969601823e-05	5.967612302e-05	0.001579310138	6	7	3
79	CSTA	single_name	1	2154.229736	920.3079529	722.2724609	0.001679611384	0.000699061935	0.0005247666776	19	28	13
80	ATP5J	single_name	1	2098.629517	1496.303833	616.1211243	0.001636260965	0.001136585911	0.0004476424796	16	26	10
81	NDUFA8	single_name	1	2096.060791	1191.449829	502.3920898	0.001634258179	0.0009050201298	0.0003650127093	19	29	13
82	NDUFA13	single_name	1	2092.699463	1749.323181	1111.281006	0.001631637416	0.001328778312	0.0008074006319	19	28	13
83	TXN	single_name	1	433.5040283	266.6388168	2092.060211	0.0003379947313	0.0002025376904	0.001519985249	19	28	8
84	H3F3A;H3F3B;HIST3H3;H3F3C	multi_gene_cell	1	2084.066406	1911.730469	2024.065796	0.001624906388	0.001452142184	0.001470583942	19	29	13
85	HIST1H1D	single_name	1	1241.692707	2064.442795	25.34819603	0.0009681238592	0.001568141806	1.841671853e-05	2	4	3
86	COX6B1	single_name	1	2010.049561	1676.566528	600.413208	0.001567196881	0.001273512673	0.0004362299013	19	28	11
87	SUCLG1	single_name	1	2000.772095	1705.856934	817.326416	0.00155996342	0.001295761538	0.0005938280788	19	29	13
88	VDAC2	single_name	1	1965.379395	1683.951294	906.161499	0.001532368414	0.001279122109	0.0006583711618	19	29	13
89	DECR1	single_name	1	1945.990234	1092.884766	477.1366272	0.00151725106	0.0008301505345	0.0003466633662	19	29	13
90	TPI1	single_name	1	362.7602234	1916.739746	1757.418579	0.0002828371508	0.001455947209	0.001276851547	19	29	13
91	PFKM	single_name	2	265.9748535	1908.895844	1874.844391	0.0002073754643	0.001449989015	0.001362167209	19	29	13
92	YWHAE	single_name	2	1083.310438	1882.585722	1908.609131	0.0008446362583	0.001430003961	0.001386698963	19	29	13
93	C16orf58	single_name	1	222.4608612	1739.666992	1868.521484	0.0001734484436	0.001321443513	0.001357573304	13	13	13
94	NDUFS6	single_name	1	1852.612671	1554.075806	692.2133789	0.001444446374	0.001180469251	0.0005029272673	19	29	13
95	ATP5L	single_name	1	1821.950928	1441.562073	1038.996216	0.001420540004	0.001095004307	0.0007548821556	19	28	13
96	ECH1	single_name	1	1821.575806	806.6186523	520.1618652	0.001420247529	0.0006127040347	0.0003779233303	19	29	13
97	PDHA1	single_name	1	1778.248291	1545.529663	1482.870972	0.001386465901	0.001173977638	0.001077379127	19	29	13
98	ERC1	single_name	1	7.175498605	870.4109192	1767.178711	5.594597891e-06	0.0006611603643	0.001283942765	6	18	3
99	DLST	single_name	1	1709.679688	1344.408813	800.5248413	0.001333004283	0.001021207112	0.0005816209035	19	29	13
100	NDUFA5	single_name	1	1700.686523	1295.922119	802.9001465	0.001325992487	0.0009843768289	0.0005833466803	19	29	13
101	OGDH	single_name	2	1682.737328	1013.502728	655.5726233	0.001311997845	0.0007698522822	0.0004763059455	19	29	13
102	UQCRH;UQCRHL	multi_gene_cell	1	1648.992065	1280.175903	663.3529053	0.001285687315	0.0009724160715	0.0004819587054	19	28	13
103	FBLN7	single_name	1	228.1129913	139.2691956	1647.051788	0.0001778553005	0.0001057882777	0.001196664613	13	21	8
104	MT-ATP6	single_name	1	1615.001587	1040.083862	802.4996643	0.001259185594	0.000790043197	0.0005830557101	18	27	12
105	SDHA	single_name	1	1588.784302	1020.653564	689.0429688	0.001238744482	0.000775284027	0.0005006238075	19	29	13
106	ADIRF	single_name	1	68.87653351	1018.454407	1572.221333	5.370170498e-05	0.0007736135563	0.001142296584	2	1	2
107	AK3	single_name	1	1571.587036	875.574707	1103.915283	0.001225336106	0.0006650827552	0.0008020490699	19	29	13
108	TRIM72	single_name	1	1510.759644	1555.045898	1330.775879	0.001177910161	0.001181206129	0.0009668745168	19	29	13
109	CA14	single_name	1	1528.719264	15.50152159	42.94820404	0.001191912931	1.177488866e-05	3.120399512e-05	2	16	9
110	CYC1	single_name	1	1527.96582	1304.331421	851.086731	0.001191325485	0.0009907644981	0.0006183566179	19	29	13
111	HSPA8	single_name	2	1359.126179	1518.4889	1503.312343	0.001059684472	0.001153437592	0.001092230794	19	29	13
112	HSP90AB1	single_name	1	1309.686523	1390.769775	1507.32019	0.001021137327	0.001056422698	0.001095142694	19	29	13
113	HIST1H1C	single_name	1	1115.774292	1273.110962	1500.807983	0.0008699476991	0.0009670495726	0.001090411253	19	29	13
114	NDUFS5	single_name	1	1484.913818	911.3878174	397.8714905	0.001157758669	0.0006922862387	0.0002890733227	19	29	13
115	NOC3L	single_name	1	1483.063538	817.6142578	1181.801636	0.001156316041	0.000621056249	0.0008586373585	18	25	9
116	ACSL1	single_name	1	1480.746216	892.4458618	695.6939087	0.00115450927	0.0006778980113	0.0005054560444	19	29	13
117	IPO9	single_name	1	1479.450806	0	9.705722809	0.001153499264	0	7.051687816e-06	1	0	1
118	SNTB1	single_name	1	41.8454361	1469.518799	698.6748047	3.262607959e-05	0.001116240115	0.0005076218129	19	29	13
119	DLD	single_name	1	1466.966309	1198.395386	777.7131348	0.001143765342	0.0009102959446	0.0005650470701	19	28	13
120	SUCLA2	single_name	1	1453.89502	1196.720947	616.7849121	0.00113357391	0.0009090240484	0.0004481247544	19	29	13
121	MRPS15	single_name	1	8.369729519	11.18094063	1451.485907	6.525716706e-06	8.492994075e-06	0.001054576324	6	5	2
122	TUFM	single_name	1	1450.945435	1100.367554	748.1928711	0.001131274176	0.0008358344279	0.000543599138	19	29	13
123	PGM1	single_name	2	79.15501976	1029.019085	1440.295524	6.17156425e-05	0.0007816384404	0.001046445957	19	29	13
124	NDUFA2	single_name	1	1435.69165	1128.7854	420.3509827	0.001119381094	0.0008574205012	0.000305405786	19	29	13
125	HSPD1	single_name	1	1433.407959	1101.463379	480.6580811	0.001117600544	0.000836666812	0.0003492218767	19	29	13
126	ECHS1	single_name	1	1408.56543	1220.418701	748.8132935	0.001098231303	0.0009270247596	0.0005440499056	19	29	13
127	IMMT	single_name	4	1361.208911	1403.285504	817.8871236	0.001061308339	0.001065929591	0.0005942354606	19	29	13
128	IDH3A	single_name	2	510.902072	787.0639954	1387.038961	0.0003983404934	0.000597850402	0.00100775243	19	29	13
129	RRAD	single_name	1	6.098572731	3.050022304	1385.590698	4.754939555e-06	2.316783732e-06	0.001006700195	3	4	1
130	IFIT2	single_name	1	11.12996101	20.80576658	1355.055786	8.677815975e-06	1.580397018e-05	0.0009845150706	12	14	7
131	NDUFB1	single_name	1	1262.585754	1334.558838	624.2260132	0.0009844137653	0.001013725113	0.0004535310824	18	27	13
132	WDR11	single_name	1	76.47412109	733.2280273	1307.172852	5.962539751e-05	0.0005569568338	0.0009497257496	19	29	13
133	CHCHD3	single_name	1	1299.85376	1052.399658	646.765625	0.00101347091	0.0007993982223	0.0004699072256	19	29	13
134	EEF1A1;EEF1A1P5	multi_gene_cell	1	510.9580078	1281.549683	1086.510254	0.0003983841055	0.0009734595883	0.000789403455	19	29	13
135	SMYD1	single_name	1	1278.976685	896.3518066	986.117981	0.0009971934575	0.0006808649501	0.0007164635018	19	29	13
136	H1F0	single_name	1	762.0933838	760.4093018	1275.918335	0.0005941895153	0.0005776036122	0.000927017797	19	28	13
137	NDUFA3	single_name	1	1272.765869	906.0137939	611.1481934	0.0009923510044	0.0006882041538	0.0004440293993	19	27	13
138	RTN4	single_name	2	756.4214172	756.4577332	1271.454285	0.0005897671924	0.0005746020178	0.0009237744436	19	29	13
139	COQ9	single_name	1	1112.90271	1271.197144	1035.011353	0.000867708782	0.0009655958445	0.0007519869553	19	29	13
140	RANBP1	single_name	1	1260.570099	13.63075447	19.71164322	0.0009828421976	1.035386206e-05	1.432148404e-05	2	3	1
141	P4HB	single_name	1	582.3057861	998.4254761	1252.655029	0.0004540125924	0.0007583996673	0.0009101158544	19	29	13
142	AK1	single_name	1	121.1071548	996.1948853	1240.132202	9.442491323e-05	0.0007567053202	0.0009010174009	19	29	13
143	NDUFA6	single_name	1	1237.246338	677.3929443	401.8749084	0.0009646571109	0.0005145447466	0.0002919820039	19	29	13
144	UQCR10	single_name	1	1172.562012	1234.216003	1033.730957	0.0009142239891	0.0009375051306	0.0007510566846	19	28	13
145	ACADM	single_name	1	1232.984253	1204.290161	828.3684692	0.0009613340454	0.0009147735904	0.0006018506768	19	29	13
146	ACAA2	single_name	1	1225.627441	667.3039551	320.1690063	0.0009555980813	0.0005068811941	0.0002326186236	19	29	13
147	ACOT2;ACOT1	multi_gene_cell	1	1223.996582	830.7540283	304.5651245	0.0009543265317	0.0006310371618	0.0002212816315	19	29	13
148	ADCK3	single_name	2	1213.407732	546.4215059	216.3065796	0.0009460706099	0.0004150594093	0.0001571574319	19	29	13
149	SLC25A3	single_name	1	1059.202515	1183.599731	727.7849121	0.0008258397753	0.0008990572297	0.0005287717461	19	29	13
150	CHMP4B	single_name	1	1163.43396	20.44659805	29.83808517	0.0009071070232	1.553114732e-05	2.167884513e-05	3	16	5
151	NDUFB4	single_name	1	1154.923218	725.2579346	542.6986694	0.0009004713616	0.0005509027859	0.0003942974336	18	29	13
152	ECI1;DCI	multi_gene_cell	1	1148.077393	832.3930054	458.7617188	0.0008951338037	0.0006322821217	0.0003333130861	19	29	13
153	BANF1	single_name	1	224.5946426	569.8727417	1147.512573	0.0001751121118	0.0004328728664	0.0008337246582	18	29	13
154	LGALS1	single_name	1	202.6304932	670.9586182	1147.304321	0.000157987088	0.0005096572603	0.0008335733528	19	29	13
155	SCGB1D2	single_name	1	57.92054367	61.62659836	1124.119873	4.515953097e-05	4.68112972e-05	0.0008167287041	12	12	3
156	CRAT	single_name	1	1112.126099	548.5669556	328.8332214	0.0008671032731	0.0004166890835	0.0002389136045	19	29	13
157	PDHB	single_name	1	1111.571899	1044.734772	651.55896	0.0008666711747	0.0007935760077	0.0004733898206	19	28	13
158	NDUFA7	single_name	1	1108.80957	711.5333862	484.8397827	0.0008645174399	0.0005404776784	0.0003522600898	19	29	13
159	SLC4A2	single_name	1	1106.652588	11.97039223	16.31213474	0.0008628356823	9.09265809e-06	1.185157294e-05	3	7	2
160	NDUFB3	single_name	1	1103.761108	897.5147705	631.9553223	0.0008605812515	0.0006817483324	0.0004591468079	19	29	13
161	NDUFS1	single_name	1	1100.121582	866.5839233	459.9860535	0.000857743583	0.0006582533949	0.0003342026259	19	29	13
162	SLC25A11	single_name	1	722.6793213	1086.584961	700.5866089	0.0005634591308	0.0008253652302	0.0005090108332	19	29	13
163	HSDL2	single_name	1	1084.514038	422.2233276	203.4577026	0.000845574682	0.000320719011	0.0001478220871	19	29	13
164	LYNX1	single_name	1	76.51983643	49.09256935	1066.799072	5.966104087e-05	3.729050305e-05	0.0007750823064	3	4	5
165	GPI	single_name	1	53.49170685	603.2958984	1064.615356	4.170645231e-05	0.0004582609515	0.0007734957288	17	28	13
166	NDUFAB1	single_name	1	1049.559814	596.2481079	486.5967712	0.0008183215479	0.0004529074803	0.0003535366289	19	29	13
167	PRDX3	single_name	1	1037.706299	753.2913818	673.5359497	0.0008090795903	0.000572196871	0.000489357191	19	29	13
168	SDHB	single_name	2	1023.972628	687.4673176	371.827569	0.0007983717117	0.0005221971969	0.0002701511252	19	29	13
169	PHB	single_name	1	1022.455383	712.1578979	619.7208862	0.0007971887456	0.0005409520548	0.0004502578848	19	29	13
170	SYNRG	single_name	1	1016.437439	1.219476581	0.7534090281	0.0007924966704	9.263091289e-07	5.473889341e-07	9	5	1
171	HSPE1	single_name	1	1008.907959	954.2087402	868.772583	0.0007866260801	0.0007248128263	0.0006312062645	19	29	13
172	PRB4	single_name	1	3.826172352	8.222373962	1008.840027	2.9831928e-06	6.245679649e-06	0.0007329721923	3	5	1
173	NDUFV2	single_name	1	994.7099609	898.4312744	343.7397461	0.0007755561748	0.0006824445048	0.0002497439322	19	29	13
174	NDUFA12	single_name	1	983.5089722	644.5904846	366.8061218	0.0007668229798	0.0004896281403	0.0002665027954	19	28	13
175	EEF1A2	single_name	1	223.7610779	964.1538086	748.3630371	0.0001744621975	0.0007323670571	0.0005437227721	19	29	13
176	MGST3	single_name	1	942.4052124	946.3183899	834.0110474	0.000734775171	0.0007188193503	0.000605950289	19	28	13
177	SLC25A12	single_name	1	789.6912842	943.335022	670.7140503	0.0006157070661	0.000716553197	0.0004873069414	19	29	13
178	NDUFS3	single_name	1	940.8664551	880.9680786	611.5300293	0.0007335754316	0.0006691795369	0.000444306822	19	29	13
179	POPDC2	single_name	1	36.33616257	20.82403183	931.7917786	2.833060526e-05	1.581784439e-05	0.0006769928279	7	15	6
180	DLAT	single_name	1	923.0717163	927.4174805	581.5018311	0.0007197012169	0.0007044623014	0.0004224898503	19	29	13
181	APOBEC2	single_name	1	240.9446411	769.8809814	912.7098999	0.0001878598904	0.000584798259	0.000663128899	19	29	13
182	SSRP1	single_name	1	68.89810944	909.6776183	1.704491138	5.371852731e-05	0.0006909871789	1.238397143e-06	1	2	1
183	BSG	single_name	2	567.9274693	579.2702889	899.8613262	0.000442802096	0.0004400112026	0.0006537937745	19	29	13
184	CCDC12	single_name	1	897.8456573	127.8790894	156.326828	0.0007000329452	9.713640241e-05	0.0001135791749	4	17	7
185	RBM3	single_name	1	891.6697998	0	15.1447897	0.0006952177482	0	1.100343901e-05	2	0	2
186	PARK7	single_name	1	723.3856201	864.1790771	849.5061646	0.0005640098184	0.0006564266841	0.0006172082582	19	29	13
187	NDUFA10	single_name	1	856.9638062	541.1126099	275.7425232	0.0006681581542	0.0004110267948	0.0002003405856	19	29	13
188	NDUFA9	single_name	1	855.4352417	638.8665161	335.1619568	0.0006669663619	0.0004852802386	0.0002435117439	19	29	13
189	CACYBP	single_name	1	855.0881958	6.773102045	46.10803628	0.0006666957769	5.144818978e-06	3.349976957e-05	1	4	2
190	HHATL	single_name	1	311.9646912	478.4074402	837.0311279	0.0002432328538	0.0003633962195	0.0006081445269	19	28	13
191	NDUFS4	single_name	1	818.7858582	833.683197	411.3051453	0.0006383915443	0.0006332621456	0.0002988335375	18	28	13
192	GOT1	single_name	1	101.6424103	830.3604126	574.6190796	7.924862725e-05	0.000630738173	0.0004174891909	19	29	13
193	ACADS	single_name	1	823.506958	361.2221985	169.1685486	0.0006420724948	0.0002743828175	0.0001229093202	19	29	13
194	NDUFV1	single_name	1	815.486145	729.7602539	312.7774048	0.0006358188216	0.0005543227282	0.0002272482594	19	29	13
195	YWHAG	single_name	1	426.2466431	509.225647	812.7266235	0.000332336288	0.0003868055959	0.000590486102	19	29	13
196	SPTLC2	single_name	1	805.4528198	12.61273575	13.71629715	0.0006279960315	9.580579447e-06	9.965568499e-06	19	13	9
197	SPCS3	single_name	1	805.190918	93.77979183	163.6994781	0.0006277918316	7.12347237e-05	0.00011893577	3	6	3
198	FBLIM1	single_name	1	788.4389038	707.1818237	0	0.0006147306092	0.0005371722504	0	3	1	0
199	UBE2V1;TMEM189-UBE2V1	multi_gene_cell	1	787.2755737	557.9994202	226.0953064	0.0006138235832	0.0004238539428	0.0001642694263	18	26	12
200	GPD1	single_name	1	65.70675659	326.077301	780.8979492	5.123029104e-05	0.0002476869056	0.0005673609954	19	29	13
201	SH3BGR	single_name	1	372.2355042	476.1523895	770.6083374	0.0002902248445	0.0003616832928	0.0005598850833	19	28	13
202	APOA2	single_name	1	71.91569519	31.89702129	760.9675903	5.607128073e-05	2.422883922e-05	0.0005528806036	19	16	7
203	HSPB2	single_name	1	303.4599304	359.9593353	748.4839478	0.0002366018559	0.0002734235521	0.0005438106196	19	28	13
204	PDHX	single_name	1	747.8534546	666.8075562	466.471344	0.0005830869171	0.0005065041316	0.0003389145103	19	28	13
205	GNL1	single_name	1	3.464279652	6.819981098	747.4707336	2.70103204e-06	5.180428104e-06	0.0005430744694	5	5	4
206	NDUFB10	single_name	1	744.8275757	547.0161743	447.0843201	0.0005807276977	0.0004155111168	0.0003248288782	19	29	13
207	RDH11	single_name	1	69.7664032	735.4280396	1.882726192	5.439551921e-05	0.0005586279536	1.367893728e-06	3	4	3
208	VDAC3	single_name	2	730.9356689	494.891964	275.2859783	0.0005698964459	0.0003759177924	0.0002000088831	19	29	13
209	QIL1;C19orf70	multi_gene_cell	1	399.3625031	730.7059021	326.6899109	0.0003113752424	0.0005550410384	0.0002373563834	18	28	11
210	NDUFB5	single_name	1	728.706543	525.4447021	223.141571	0.0005681584393	0.00039912552	0.0001621233914	19	29	13
211	HIBADH	single_name	1	726.3241577	626.8893433	422.4563293	0.0005663009395	0.00047618243	0.0003069354245	19	29	13
212	HSPE1-MOB4;MOB4	multi_gene_cell	1	710.3227539	579.6383057	429.9594727	0.0005538249535	0.0004402907465	0.0003123868293	19	29	13
213	RAB10	single_name	1	153.5792542	133.5534668	710.2896118	0.0001197427829	0.0001014466349	0.0005160605449	17	28	13
214	NDUFB11	single_name	1	710.0775757	586.6754456	320.651886	0.0005536337928	0.0004456361275	0.0002329694596	19	28	13
215	MRPS36	single_name	1	708.8499146	354.8622742	202.8070221	0.0005526766091	0.0002695518465	0.0001473493355	19	29	13
216	HSPA9	single_name	1	707.0880737	543.8551025	234.9813232	0.0005513029358	0.0004131099804	0.0001707255571	19	29	13
217	AIFM1	single_name	1	689.3453979	699.4983521	480.6968689	0.0005374693136	0.0005313359186	0.0003492500579	19	29	13
218	TUBB4B	single_name	1	88.79576874	321.0307312	691.6053467	6.923234857e-05	0.000243853553	0.0005024855018	19	29	13
219	PRDX1	single_name	1	246.2814789	638.9643555	691.1083374	0.0001920209198	0.000485354557	0.0005021244	19	29	13
