# GENERATED by mass_fractions.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-17T02:11:26Z
# dataset     = data/literature/murgia_2021/13395_2021_279_MOESM1_ESM.xlsx sha256 223f875331e1b0de0e97ad80a2a8149932a160be4183f573bbb2908d30210d2a
# accessions  = config/accessions.ini sha256 0daa4a1a963f50ff171818212aae17cdf151d51b5a9ca66d35bb8366668efd27
# composition = outputs/composition/amino_acid_composition_per_protein.tsv sha256 697d977bbeec7e47388c1f272690310c061b5c6685fb7a4c9e6cc11b7297454b
# rules       = B0-B8, D31 (within-tier), D47 (summed rows), D48 (shared rows), D58 (combined)
# header_whitespace_stripped_for = ['Median 1', 'Standard deviation 1', 'Median 2A', 'Standard deviation 2A', 'Median 2X', 'Standard deviation 2X']
# D58: the combined standard — contractile (tier 1) and support (tier 2) together, one denominator per fiber type; ordered by type-I weight
rank_I	accession	gene	tier	match_rule	w_I	rank_I	cumulative_share_I_in_I_order	w_I_low	w_I_high	w_IIa	rank_IIa	cumulative_share_IIa_in_IIa_order	w_IIa_low	w_IIa_high	w_IIx	rank_IIx	cumulative_share_IIx_in_IIx_order	w_IIx_low	w_IIx_high
54	P13073	COX4I1	2	single	0.002000672648	54	0.7968401372	0.001384051128	0.002617294169	0.001427186789	66	0.8342207643	0.0008752671258	0.001979106452	0.0006454470937	117	0.8749231289	0.0002956345208	0.0009952596666
55	Q9NP98	MYOZ1	1	single	0.001973993081	55	0.7988141303	0.001174818465	0.002773167698	0.002175707548	57	0.8185898295	0.001135406166	0.003216008931	0.002081501681	55	0.8057452255	0.00143779477	0.002725208591
56	P00505	GOT2	2	single	0.001961629246	56	0.8007757595	0	0.003943515221	0.001808056515	60	0.824209416	0.001155900089	0.002460212942	0.0008837147639	92	0.8559999183	0	0.006086821751
57	Q9UMZ2	SYNRG	2	single	0.001938747086	57	0.8027145066	0.001177400887	0.002700093286	2.081150138e-06	3257	0.9993839335	0	7.200322249e-05	1.258021675e-06	3361	0.9999162902	1.258021675e-06	1.258021675e-06
58	O14958	CASQ2	1	single	0.001878586549	58	0.8045930932	0	0.00417407304	0.0002050146058	254	0.9369856316	5.473310645e-05	0.0003552961052	6.125408785e-05	586	0.9630995248	0	0.0001932065485
59	Q8WTT2	NOC3L	2	single	0.00186128669	59	0.8064543799	0.000479619358	0.003242954022	0.0009181030147	96	0.8684150173	0.0001190058291	0.0017172002	0.001298419113	72	0.8340283781	0.000264314542	0.002332523684
60	Q9UHQ9	CYB5R1	2	single	0.001803844812	60	0.8082582247	0.001112001963	0.00249568766	0.0004143947447	165	0.9108988773	0.0002364509321	0.0005923385573	0.0003861060729	167	0.8995965826	0	0.0009178630186
61	P21817	RYR1	1	summed:2	0.001703091253	61	0.8099613159	0.0009329541596	0.002473228347	0.00251344608	52	0.807091851	0.001450668799	0.003576223362	0.003243804501	41	0.7706105041	0.002265509594	0.004222099408
62	P30049	ATP5F1D	2	single+via_mapping:ATP5D	0.001641980712	62	0.8116032966	0.0006160666946	0.00266789473	0.001081208999	81	0.8533997205	0.0004753640231	0.001687053974	0.0008727529364	95	0.8586253479	0	0.002127449435
63	P36542	ATP5F1C	2	single+via_mapping:ATP5C1	0.001612873732	63	0.8132161704	0.0009440045825	0.002281742881	0.0009877778547	91	0.8636898489	0.0005146728734	0.001460882836	0.0006996484752	110	0.8702310519	0.0002151134401	0.00118418351
64	O15061	SYNM	1	summed:2	0.001588143485	64	0.8148043138	0.0008000154052	0.002376271565	0.001353045721	72	0.8425402023	0.0008631090613	0.00184298238	0.001171221449	78	0.8414870615	0.0006001915193	0.001742251378
65	P33121	ACSL1	2	single	0.00156512278	65	0.8163694366	0.0005031875392	0.00262705802	0.0008439935043	99	0.8710066174	0.0002799569002	0.001408030108	0.0006437285643	118	0.8755668575	7.867407847e-05	0.00120878305
66	P02144	MB	2	summed:2	0.001557557604	66	0.8179269942	0	0.006492898262	0.005317760619	33	0.7349028505	0	0.01698433164	0.003255583742	40	0.7673666996	0	0.01718636067
67	O75947	ATP5PD	2	single+via_mapping:ATP5H	0.001557132897	67	0.8194841271	0.0005944713679	0.002519794426	0.001150431147	80	0.8523185115	0.0005268632824	0.001773999012	0.0009856997146	88	0.8522653927	0.0002755294213	0.001695870008
68	P04179	SOD2	2	single	0.001556775894	68	0.821040903	0	0.003295512618	0.0007320057279	113	0.8819406788	0.0002810161105	0.001182995345	0.000462891657	145	0.8903943213	0	0.003450707599
69	P07954	FH	2	single	0.001545901161	69	0.8225868042	0	0.003165504546	0.001155342661	79	0.8511680803	0.0006911070303	0.001619578291	0.0007723420526	103	0.8651507386	0	0.002904969627
70	P21796	VDAC1	2	single	0.001534847365	70	0.8241216515	0.001019581895	0.002050112834	0.001014351393	88	0.860704871	0.0005001976184	0.001528505167	0.0007171874938	107	0.8681230893	0.0004775637915	0.0009568111962
71	P13929	ENO3	2	single	0.001517364455	71	0.825639016	0	0.003265489112	0.006869257633	26	0.6921668801	0	0.01802350997	0.007560596813	29	0.7108139788	0	0.0217485999
72	Q86TD4	SRL	2	single	0.001494750271	72	0.8271337663	0.0007750303323	0.002214470209	0.00115589062	78	0.8500127377	0.0006637936628	0.001647987577	0.001253265184	76	0.839126256	0.0003734801501	0.002133050217
73	Q16891	IMMT	2	summed:4	0.001477217679	73	0.8286109839	0.0009737847333	0.001980650624	0.001362558617	71	0.8411871565	0.0007965085293	0.001928608706	0.0007770158584	102	0.8643783966	0.000387507767	0.00116652395
74	P08238	HSP90AB1	2	single	0.001476485703	74	0.8300874697	0	0.01459533017	0.00140283494	69	0.8384554425	0	0.01317243937	0.001487593262	69	0.8300096447	0	0.01416581356
75	P31040	SDHA	2	single	0.001466874835	75	0.8315543445	0.001013283694	0.001920465976	0.0008431326698	100	0.8718497501	0.0004751229178	0.001211142422	0.0005569179582	130	0.8827065138	0	0.002064558502
76	Q9UBF9	MYOT	1	single	0.001427879295	76	0.8329822238	0.0009762930952	0.001879465494	0.0008145415262	102	0.873482442	0.0004297616221	0.00119932143	0.0005268111264	138	0.8870513368	0.0001962530782	0.0008573691746
77	Q9NUI1	DECR2	2	single	0.001427540275	77	0.8344097641	0	0.003007218087	2.257059346e-05	920	0.9826267367	0	6.1987675e-05	0.0003024902441	198	0.9100380928	0	0.0008166299588
78	Q01484	ANK2	1	summed:2	0.001373693839	78	0.8357834579	0.0001740984407	0.002573289238	0.0009649127133	92	0.8646547616	0.0006020383137	0.001327787113	0.001722163088	62	0.8188143665	0.001140447769	0.002303878407
79	Q9NQC3	RTN4	2	summed:2	0.00133280046	79	0.8371162584	0.0003479696735	0.002317631246	0.001192546788	77	0.8488568471	0.0007205415257	0.00166455205	0.001961186366	57	0.8097799781	0.0003070274554	0.003615345276
80	P11142	HSPA8	2	summed:2	0.001304303505	80	0.8384205619	0.0007307802313	0.001877826778	0.001303826934	74	0.8451967353	0	0.003903043982	0.00126294636	75	0.8378729908	0	0.003259719317
81	Q01085	TIAL1	2	single	0.001262499957	81	0.8396830618	0	0.003045795383	7.67825211e-06	1703	0.9926119128	7.67825211e-06	7.67825211e-06	0	3576	1	0	0
82	Q13642	FHL1	2	single	0.001180604428	82	0.8408636662	0	0.005162609603	0.004342580129	39	0.7627180409	0.0006375873485	0.00804757291	0.002936339965	42	0.7735468441	0	0.009093799731
83	P28331	NDUFS1	2	single	0.001148367349	83	0.8420120336	0.0006877450362	0.001608989663	0.0008093571772	104	0.8751045239	0.0003658074496	0.001252906905	0.0004203408658	154	0.8943333019	0.0002397633927	0.0006009183389
84	P35573	AGL	2	single	0.001143365501	84	0.8431553991	0.0005960048537	0.001690726149	0.002237623755	56	0.8164141219	0.001259322934	0.003215924576	0.002588003207	46	0.7846476471	0.001967307402	0.003208699013
85	P10809	HSPD1	2	single	0.001126701803	85	0.8442821009	0	0.00225723185	0.0007746377964	106	0.8766616252	0	0.004074735965	0.0003307441908	183	0.9052690573	0	0.001598108218
86	Q6ZMU5	TRIM72	2	single	0.001080301234	86	0.8453624021	0.0002428484545	0.001917754014	0.0009949062344	90	0.862702071	0.0005818811823	0.001407931287	0.0008330502832	98	0.8611606278	0	0.004080119468
87	O43665	RGS10	2	single	0.001068721418	87	0.8464311236	8.085927645e-05	0.002056583559	0.001046305994	85	0.8576362381	0.0001088411952	0.001983770793	0.0002796578507	207	0.9126120571	0	0.001038235136
88	P43155	CRAT	2	single	0.001068631104	88	0.8474997547	0	0.002419952799	0.0004716207062	149	0.9037615445	0.0002166648442	0.0007265765682	0.0002766089728	210	0.9134448849	0	0.001027488734
89	P02511	CRYAB	1	single	0.001035687323	89	0.848535442	0	0.002371480141	0.00179881056	61	0.8260082266	0.0003456658868	0.003251955234	0.001622641811	65	0.8237837578	0.0001285783827	0.003116705239
90	P0C7P4	UQCRFS1P1	2	shared_split	0.001030989996	90	0.849566432	0.001030989996	0.002061979993	0.0008127247581	103	0.8742951668	0.0008127247581	0.001625449516	0.0004651175704	143	0.8894681855	0.0004651175704	0.0009302351408
91	P06733	ENO1	1	single	0.001017181385	91	0.8505836134	0.0007281710454	0.001306191725	0.001069802582	83	0.8555436259	0.0002663031956	0.001873301968	0.001589055792	66	0.8253728136	0	0.007390416676
92	P13804	ETFA	2	single	0.001011709419	92	0.8515953228	4.584679007e-05	0.001977572049	0.0006247250846	130	0.8934334805	0.0003095373322	0.000939912837	0.0002683366846	217	0.9153574311	0	0.0009033940206
93	P09622	DLD	2	single	0.0009981454108	93	0.8525934682	0.0003708062296	0.001625484592	0.0007295637482	114	0.8826702425	8.22535892e-05	0.001376873907	0.0004632441112	144	0.8899314296	0	0.001137022366
94	P38117	ETFB	2	single	0.0009929012759	94	0.8535863695	0	0.002164603824	0.0004092966033	168	0.9121332879	0.0001997299947	0.0006188632119	0.0001773889991	305	0.9339694882	0	0.001212918653
95	P47985	UQCRFS1	2	shared_split	0.0009926017542	95	0.8545789712	0.0009926017542	0.001985203508	0.0007824634801	105	0.8758869874	0.0007824634801	0.00156492696	0.0004477992201	147	0.8912939248	0.0004477992201	0.0008955984402
96	Q8NB12	SMYD1	2	single	0.0009819705817	96	0.8555609418	0.0006740142279	0.001289926935	0.0006157491074	133	0.895289254	0.0003339715598	0.0008975266549	0.0006627985144	114	0.8729590325	0.000426391521	0.0008992055078
97	P08559	PDHA1	2	single	0.0009701085282	97	0.8565310503	0.0005791150936	0.001361101963	0.0007543878938	110	0.8797149885	0	0.00162823031	0.0007081872195	108	0.8688312765	0	0.002091676119
98	Q9H987	SYNPO2L	1	summed:2	0.0009636231746	98	0.8574946735	0.0005628541799	0.001364392169	0.0008181503858	101	0.8726679005	0.0005130783142	0.001123222457	0.001013513484	87	0.851279693	0.0007473041053	0.001279722863
99	P09619	PDGFRB	2	single	0.0009625887722	99	0.8584572623	0.0004526201454	0.001472557399	0.0004107774514	167	0.9117239913	0	0.0009275064186	0.0001501923741	340	0.9396605208	2.858002427e-05	0.000271804724
100	O75323	NIPSNAP2	2	single+via_mapping:GBAS	0.0009600400337	100	0.8594173023	0.000542805333	0.001377274734	0.0007129775354	117	0.8848330508	0	0.003582814224	0.0003602118118	173	0.9018365094	0	0.0008988487933
101	P36957	DLST	2	single	0.0009596118423	101	0.8603769142	0.0002406046316	0.001678619053	0.000675152128	119	0.8862199303	0.0003825002419	0.0009678040142	0.0003933439357	165	0.8988192904	0	0.001569311104
102	Q8NI60	COQ8A	2	summed:2+via_mapping:ADCK3	0.0009059758885	102	0.86128289	0.0004652929093	0.001346658868	0.0003650287812	179	0.9164125478	0.0001820045353	0.0005480530271	0.0001413827453	352	0.9413967242	0	0.0005524041334
103	P11532	DMD	1	single	0.0009059219665	103	0.862188812	0.0004732180268	0.001338625906	0.00102139075	87	0.8596905196	0	0.03060277991	0.001170749337	80	0.8438286258	0.0002305534895	0.002110945184
104	P49411	TUFM	2	single	0.0008863123779	104	0.8630751244	0.0001908034131	0.001581821343	0.0006013993484	134	0.8958906533	0.0003285629787	0.0008742357182	0.0004000977406	164	0.8984259465	0	0.001827325743
105	O00483	COXFA4	2	single+via_mapping:NDUFA4	0.0008811940734	105	0.8639563185	0.0003487813906	0.001413606756	0.0004630238051	152	0.9051569962	0.0001484575075	0.0007775901028	0.0002630827537	221	0.916418187	0	0.0007067556601
106	Q9P2R7	SUCLA2	2	single	0.0008790386925	106	0.8648353572	0	0.001847006252	0.0006473770196	127	0.8915287633	0.0003940925424	0.0009006614968	0.0003264566225	185	0.9059224601	0	0.001900991659
107	P53597	SUCLG1	2	single	0.0008743675888	107	0.8657097247	6.436695437e-05	0.001684368223	0.0006670040598	123	0.8888996869	0.0003762651819	0.0009577429376	0.0003126862352	196	0.909424524	0	0.001711219318
108	Q16777	H2AC20	2	shared_group	0.0008695254114	108	0.8665792502	0.0008695254114	0.0008695254114	0.000754145372	111	0.8804691339	0.000754145372	0.000754145372	0.001047750685	85	0.8492454321	0.001047750685	0.001047750685
109	P24539	ATP5PB	2	single+via_mapping:ATP5F1	0.0008592343693	109	0.8674384845	0.0005533794407	0.001165089298	0.0006597943936	125	0.8902258678	0.000181139842	0.001138448945	0.0004401754941	150	0.8926287415	9.460228326e-05	0.000785748705
110	Q16698	DECR1	2	single	0.0008484176453	110	0.8682869022	0	0.001900342458	0.0004263171962	163	0.9100647945	0.0002400644871	0.0006125699054	0.0001821078181	296	0.9323518549	0	0.001288489888
111	P45880	VDAC2	2	single	0.0008378258011	111	0.869124728	0.0005598592031	0.001115792399	0.0006422828132	128	0.8921710461	0.000325630944	0.0009589346825	0.0003381658413	181	0.904601079	0.0002202782354	0.0004560534472
112	Q5VXT5	SYPL2	2	single	0.0008227403709	112	0.8699474683	0.0003846574575	0.001260823284	0.0007276789	115	0.8833979214	0.0002037237261	0.001251634074	0.001565733865	68	0.8285220515	0	0.003156654756
113	P04406	GAPDH	2	summed:2	0.0008120121557	113	0.8707594805	0	0.00351263796	0.006517351952	29	0.712180091	0	0.01666799658	0.009942430396	25	0.6756682916	0	0.02721226737
114	O75746	SLC25A12	2	single	0.000799212821	114	0.8715586933	0.0004738711838	0.001124554458	0.0008542018326	98	0.8701626239	0.0004363724536	0.001272031212	0.0005942364676	125	0.8798470198	0.0003633765965	0.0008250963388
115	P15924	DSP	2	single	0.0007975385853	115	0.8723562319	0	0.002347533529	0.000352556382	182	0.9174791969	0	0.002776561333	0.0004793729564	141	0.8885311966	0	0.01916573885
116	Q13011	ECH1	2	single	0.0007955552637	116	0.8731517872	0.0001232170919	0.001467893436	0.0003151960801	199	0.9231088817	0	0.0007092359653	0.0001988741848	270	0.9274109968	0	0.0005916473168
117	P04075	ALDOA	1	single	0.0007905800265	117	0.8739423672	0	0.00370545315	0.01027094936	18	0.6247401664	0	0.02207118956	0.01114362265	17	0.592723836	0	0.02940862838
118	Q9UMS6	SYNPO2	1	summed:2	0.000758184657	118	0.8747005518	0.0004395324248	0.001076836889	0.0007576800851	109	0.8789606006	0.0002456670089	0.001269693161	0.0007001269295	109	0.8695314035	0.0003551573009	0.001045096558
119	Q9NZQ9	TMOD4	1	single	0.0007533336548	119	0.8754538855	0.000342340144	0.001164327166	0.0006555185312	126	0.8908813863	0.0002374426365	0.001073594426	0.0006883676812	112	0.8716111832	0.0001897366074	0.001186998755
120	P10515	DLAT	2	single	0.0007463153525	120	0.8762002009	0.0004162163584	0.001076414347	0.0006708905153	121	0.8875628427	0	0.002165804449	0.0004115805252	158	0.8959935462	0	0.0008906514512
121	Q9ULX7	CA14	2	single	0.0007453407534	121	0.8769455416	0	0.001796089569	6.762245011e-06	1850	0.9936755952	1.454259539e-06	1.207023048e-05	1.833111729e-05	1247	0.9852765604	0	7.741352816e-05
