# GENERATED by mass_fractions.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-12T21:58:23Z
# dataset     = data/literature/murgia_2021/13395_2021_279_MOESM1_ESM.xlsx sha256 223f875331e1b0de0e97ad80a2a8149932a160be4183f573bbb2908d30210d2a
# accessions  = config/accessions.ini sha256 eab7879e14401408aa6c70f4047db865441ca64fa933e1e751b571bfa7cac220
# composition = outputs/composition/amino_acid_composition_per_protein.tsv sha256 9ecb8ae2215e5755640d0ff4a5dd19bf23d7518a8401d0d7a77c6ad74939cdd4
# rules       = B0-B5, D31 (within-tier), D47 (summed rows), D48 (shared rows)
# header_whitespace_stripped_for = ['Median 1', 'Standard deviation 1', 'Median 2A', 'Standard deviation 2A', 'Median 2X', 'Standard deviation 2X']
# tier 2: 87 entries, ordered by type-I weight; rank_<type> and cumulative_share_<type> follow that fiber type's own order
rank_I	accession	gene	tier	match_rule	w_I	rank_I	cumulative_share_I_in_I_order	w_I_low	w_I_high	valid_I	w_IIa	rank_IIa	cumulative_share_IIa_in_IIa_order	w_IIa_low	w_IIa_high	valid_IIa	w_IIx	rank_IIx	cumulative_share_IIx_in_IIx_order	w_IIx_low	w_IIx_high	valid_IIx
25	P27797	CALR	2	single	0.00169823139	25	0.985488266	0.0002868462137	0.003109616566	19	0.001649122899	24	0.984112679	0.0004634485774	0.002834797221	29	0.001496237659	27	0.9883551753	0	0.005922365404	13
26	Q96MG2	JSRP1	2	single	0.001543683631	26	0.9870319496	0.0003534528355	0.002733914426	19	0.001900728666	23	0.9824635561	0.00102990552	0.002771551811	29	0.003114810894	19	0.9724564827	0.001171681709	0.00505794008	13
27	Q9H6F2	TMEM38A	2	single	0.001275708168	27	0.9883076578	0.0006017309053	0.001949685431	19	0.001076163218	28	0.9895194858	0.0006573829073	0.001494943528	29	0.0009844539468	31	0.9927942596	0.000298394679	0.001670513215	13
28	Q13557	CAMK2D	2	single	0.001164466402	28	0.9894721242	0.0003292222903	0.001999710514	19	0.0007477991285	31	0.9922120252	0.0001948715273	0.00130072673	29	0.0004075713665	39	0.99767065	4.078475802e-05	0.000774357975	13
29	P06396	GSN	2	summed:2	0.001025236316	29	0.9904973605	0	0.003053802418	19	0.0007465238452	32	0.9929585491	0	0.007709357018	29	0.001551650941	26	0.9868589376	0	0.007526259075	13
30	A6NNS2	DHRS7C	2	single	0.0009626239801	30	0.9914599845	0.0004402017026	0.001485046257	19	0.0005450654785	36	0.9954369767	0.0001443332935	0.0009457976635	27	0.0005527010579	36	0.9962959875	0.0001987645948	0.0009066375209	13
31	Q92629	SGCD	2	summed:2	0.0009540530159	31	0.9924140375	0.0002725567663	0.001635549265	19	0.0006530122515	33	0.9936115613	0.0002437330257	0.001062291477	29	0.001046524121	30	0.9918098056	0	0.002098311042	13
32	Q9BVC6	TMEM109	2	single	0.0009077527778	32	0.9933217903	0.0002715494759	0.00154395608	19	0.000646563954	34	0.9942581253	0	0.004612622078	28	0.0008624289311	32	0.9936566885	0	0.003718855236	13
33	P62942	FKBP1A	1;2	single	0.000833902216	33	0.9941556925	0.0002684318371	0.001399372595	19	0.00138211194	26	0.9870702103	0.0004166381499	0.002347585729	27	0.001698257434	24	0.9836340881	0.0003357564807	0.003060758386	13
34	P14625	HSP90B1	2	single	0.0007612185516	34	0.9949169111	7.495116489e-05	0.001447485938	19	0.000633785996	35	0.9948919113	0	0.005939791188	29	0.0005976650124	35	0.9957432865	0	0.002273398573	13
35	P05413	FABP3	2	single	0.0007506967763	35	0.9956676078	0	0.004995398058	19	0.00198635341	22	0.9805628275	0	0.009793905293	29	0.001124702974	29	0.9907632815	0	0.006625691879	13
36	Q8NF91	SYNE1	1;2	single	0.0006263948942	36	0.9962940027	0	0.001411962418	18	0.0004123235189	41	0.9978815077	0	0.004051246013	27	0.0005363194952	37	0.996832307	0	0.001693018429	10
37	P12109	COL6A1	1;2	single	0.0005744351974	37	0.9968684379	0	0.001615015392	17	0.001068346604	29	0.9905878324	0.0002046750293	0.001932018178	20	0.0002158399914	43	0.9987610975	6.448990741e-05	0.0003671900755	12
38	Q13555	CAMK2G	2	single	0.0004185749347	38	0.9972870129	0	0.0009487599832	15	0.000196327791	43	0.9983481885	0	0.000706264645	25	0.0002279288069	42	0.9985452575	0	0.0006812064416	11
39	Q13554	CAMK2B	2	single	0.0003787969586	39	0.9976658098	0	0.0008900000625	17	0.0004584737221	40	0.9974691842	0.000110495415	0.0008064520292	28	0.0003496530909	40	0.9980203031	0.0001355196261	0.0005637865556	13
40	Q14643	ITPR1	2	single	0.000304006454	40	0.9979698163	0	0.0006666237131	17	6.982237701e-05	53	0.9997723996	0	0.0003446478434	12	0	75	1	0	0	0
41	Q9NVV0	TMEM38B	2	single	0.0002946182666	41	0.9982644345	3.28936953e-05	0.000556342838	14	0.0002703530259	42	0.9981518607	0	0.0005583030199	28	0.0004307716473	38	0.9972630787	0.0001313176977	0.000730225597	12
42	P23297	S100A1	2	single	0.000221612163	42	0.9984860467	0	0.000475577507	7	0.0001619662547	47	0.9990643521	0	0.001433892555	14	0.0001378192316	46	0.9992081635	0	0.0006675763608	8
43	P28161	GSTM2	2	single	0.0002155403228	43	0.998701587	0	0.0008880661798	12	0.000876393643	30	0.9914642261	0	0.002087469438	24	0.0007895050598	33	0.9944461936	0	0.003528143086	13
44	Q8WXH0	SYNE2	1;2	single	0.0001449312334	44	0.9988465183	0	0.0005062226235	16	0.0001476227143	49	0.9993616206	0	0.001256550565	27	8.061158335e-05	52	0.9997803559	0	0.000198564382	10
45	P30626	SRI	1;2	single	0.0001318413664	45	0.9989783596	0	0.0002641880685	2	5.31970722e-05	56	0.9999537711	3.658913542e-05	6.980500898e-05	5	5.578166631e-05	54	0.9999133934	5.578166631e-05	5.578166631e-05	1
46	O95479	H6PD	2	single	0.0001295980026	46	0.9991079576	0	0.0002834820174	15	6.321662734e-05	55	0.999900574	0	0.0002394896165	23	0.000100114061	48	0.9994298507	0	0.0006773491778	12
47	A1L4K1	FSD2	2	single	0.0001278059065	47	0.9992357635	0	0.0003390329614	18	0.0001695775704	46	0.9989023859	0	0.0005753680499	29	8.07661513e-05	51	0.9996997443	0	0.0002684217791	9
48	Q12955	ANK3	1;2	single	0.0001118765007	48	0.99934764	3.892303023e-05	0.0001848299713	15	0.000108299594	51	0.9996084398	7.474926439e-06	0.0002091242615	27	0.0001215731126	47	0.9993297366	6.80881813e-05	0.0001750580439	12
49	P29475	NOS1	1;2	single	0.00010957809	49	0.9994572181	4.321463166e-07	0.0002187240336	16	0.0001496457268	48	0.9992139979	0	0.000332572206	23	7.725581156e-05	53	0.9998576117	0	0.0002591748639	12
50	P14672	SLC2A4	2	single	0.0001020871317	50	0.9995593053	1.910655252e-05	0.0001850677108	12	9.413742606e-05	52	0.9997025772	5.836486189e-05	0.0001299099902	17	9.247582654e-05	50	0.9996189782	0	0.0002397906299	8
51	Q92736	RYR2	1;2	single	0.0001019190711	51	0.9996612243	1.270984989e-05	0.0001911282923	9	0.0001947699928	44	0.9985429585	0	0.0005497201478	22	0.0002970255199	41	0.9983173287	0	0.0006179939337	8
52	Q8IWX8	CHERP	2	single	6.706393122e-05	52	0.9997282883	8.615389558e-06	0.0001255124729	8	3.317191508e-05	57	0.999986943	7.292593688e-06	5.905123646e-05	15	4.501519768e-05	55	0.9999584086	2.472318799e-06	8.755807656e-05	4
53	P55145	MANF	2	single	5.450997396e-05	53	0.9997827982	2.068755795e-05	8.833238997e-05	4	1.305703041e-05	58	1	1.305703041e-05	1.305703041e-05	1	9.356280557e-06	57	1	6.085832254e-06	1.262672886e-05	2
54	O00165	HAX1	2	single	4.855542277e-05	54	0.9998313537	0	0.008060211156	16	0.0005240480209	38	0.9965040436	0	0.006635883822	9	0.001945020271	23	0.9819358306	0	0.005468299071	4
55	Q93084	ATP2A3	2	single	4.832195606e-05	55	0.9998796756	4.832195606e-05	4.832195606e-05	1	0.0001385195998	50	0.9995001402	0	0.0005444342722	22	0.0001489754818	45	0.9990703443	0	0.002263228676	9
56	Q09013	DMPK	2	single	4.502404009e-05	56	0.9999246997	2.098494883e-05	6.906313136e-05	3	0	72	1	0	0	0	0	71	1	0	0	0
57	Q15413	RYR3	1;2	single	4.195737122e-05	57	0.999966657	0	0.0002328372673	6	0.0005066668258	39	0.9970107105	0.0002677581698	0.0007455754819	6	0.001283403255	28	0.9896385785	0	0.00299150856	6
58	O60936	NOL3	2	single	3.334297846e-05	58	1	0	0.0001531521061	11	0.0001898498078	45	0.9987328083	0	0.0003998890668	19	9.665170701e-05	49	0.9995265024	0	0.0002506862983	7
59	A2IDD5	CCDC78	2	none	0	59	1	0	0	0	0	59	1	0	0	0	0	58	1	0	0	0
60	O00631	SLN	2	none	0	60	1	0	0	0	0	60	1	0	0	0	0	59	1	0	0	0
61	O75052	NOS1AP	1;2	none	0	61	1	0	0	0	0	61	1	0	0	0	0	60	1	0	0	0
62	P07996	THBS1	2	none	0	62	1	0	0	0	0	62	1	0	0	0	0	61	1	0	0	0
63	P0DMT0	MRLN	2	none	0	63	1	0	0	0	0	63	1	0	0	0	0	62	1	0	0	0
64	P0DN84	STRIT1	2	none	0	64	1	0	0	0	0	64	1	0	0	0	0	63	1	0	0	0
65	P35443	THBS4	2	single	0	65	1	0	0	0	6.495778189e-05	54	0.9998373574	3.979785848e-05	9.011770531e-05	3	3.2235114e-05	56	0.9999906437	3.15562083e-05	3.291401969e-05	4
66	P41145	OPRK1	2	none	0	66	1	0	0	0	0	65	1	0	0	0	0	64	1	0	0	0
67	P47989	XDH	2	none	0	67	1	0	0	0	0	66	1	0	0	0	0	65	1	0	0	0
68	P52961	ART1	2	none	0	68	1	0	0	0	0	67	1	0	0	0	0	66	1	0	0	0
69	P57103	SLC8A3	2	none	0	69	1	0	0	0	0	68	1	0	0	0	0	67	1	0	0	0
70	P68106	FKBP1B	1;2	none	0	70	1	0	0	0	0	69	1	0	0	0	0	68	1	0	0	0
71	Q06413	MEF2C	2	none	0	71	1	0	0	0	0	70	1	0	0	0	0	69	1	0	0	0
72	Q08629	SPOCK1	2	none	0	72	1	0	0	0	0	71	1	0	0	0	0	70	1	0	0	0
73	Q13023	AKAP6	2	none	0	73	1	0	0	0	0	73	1	0	0	0	0	72	1	0	0	0
74	Q14571	ITPR2	2	none	0	74	1	0	0	0	0	74	1	0	0	0	0	73	1	0	0	0
75	Q14573	ITPR3	2	none	0	75	1	0	0	0	0	75	1	0	0	0	0	74	1	0	0	0
76	Q5JVS0	HABP4	1;2	none	0	76	1	0	0	0	0	76	1	0	0	0	0	76	1	0	0	0
77	Q5VVH2	FKBP1C	2	none	0	77	1	0	0	0	0	77	1	0	0	0	0	77	1	0	0	0
78	Q6UXF7	CLEC18B	2	none	0	78	1	0	0	0	0	78	1	0	0	0	0	78	1	0	0	0
79	Q8IVL5	P3H2	2	none	0	79	1	0	0	0	0	79	1	0	0	0	0	79	1	0	0	0
80	Q8NEW0	SLC30A7	2	none	0	80	1	0	0	0	0	80	1	0	0	0	0	80	1	0	0	0
81	Q8WXH2	JPH3	2	none	0	81	1	0	0	0	0	81	1	0	0	0	0	81	1	0	0	0
82	Q96JJ6	JPH4	2	none	0	82	1	0	0	0	0	82	1	0	0	0	0	82	1	0	0	0
83	Q9C0I1	MTMR12	1;2	none	0	83	1	0	0	0	0	83	1	0	0	0	0	83	1	0	0	0
84	Q9UL15	BAG5	2	none	0	84	1	0	0	0	0	84	1	0	0	0	0	84	1	0	0	0
85	Q9Y272	RASD1	2	none	0	85	1	0	0	0	0	85	1	0	0	0	0	85	1	0	0	0
86	Q9Y6A1	POMT1	2	none	0	86	1	0	0	0	0	86	1	0	0	0	0	86	1	0	0	0
87	Q9Y6F6	IRAG1	2	none	0	87	1	0	0	0	0	87	1	0	0	0	0	87	1	0	0	0
