# GENERATED by mass_fractions.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-12T22:37:02Z
# dataset     = data/literature/murgia_2021/13395_2021_279_MOESM1_ESM.xlsx sha256 223f875331e1b0de0e97ad80a2a8149932a160be4183f573bbb2908d30210d2a
# accessions  = config/accessions.ini sha256 eab7879e14401408aa6c70f4047db865441ca64fa933e1e751b571bfa7cac220
# composition = outputs/composition/amino_acid_composition_per_protein.tsv sha256 9ecb8ae2215e5755640d0ff4a5dd19bf23d7518a8401d0d7a77c6ad74939cdd4
# rules       = B0-B5, D31 (within-tier), D47 (summed rows), D48 (shared rows)
# header_whitespace_stripped_for = ['Median 1', 'Standard deviation 1', 'Median 2A', 'Standard deviation 2A', 'Median 2X', 'Standard deviation 2X']
# tier 1: 242 entries, ordered by type-I weight; rank_<type> and cumulative_share_<type> follow that fiber type's own order
rank_I	accession	gene	tier	match_rule	w_I	rank_I	cumulative_share_I_in_I_order	w_I_low	w_I_high	valid_I	w_IIa	rank_IIa	cumulative_share_IIa_in_IIa_order	w_IIa_low	w_IIa_high	valid_IIa	w_IIx	rank_IIx	cumulative_share_IIx_in_IIx_order	w_IIx_low	w_IIx_high	valid_IIx
11	P63316	TNNC1	1	single	0.02154572181	11	0.7867663623	0.01317868703	0.0299127566	19	5.892838642e-05	103	0.9987375383	0	0.001080229824	28	5.18855174e-05	106	0.9988182113	0	0.0004549972724	13
12	P19237	TNNI1	1	single	0.02090750234	12	0.8076738647	0.01400628879	0.02780871589	19	0.0001478919722	83	0.9968326678	0	0.001086955701	29	0.000132165868	91	0.9975379442	0	0.0006534307558	13
13	Q14315	FLNC	1;2	single	0.0198811459	13	0.8275550106	0.009094056094	0.03066823571	19	0.02110120222	7	0.6638143464	0.01304484759	0.02915755685	29	0.01379943935	21	0.873193644	0.00848689667	0.01911198202	13
14	P07951	TPM2	1	summed:4	0.01874253429	14	0.8462975449	0.004231174891	0.03325389368	19	0.01642888181	14	0.7934869231	0	0.068981481	29	0.01509405131	16	0.801596996	0	0.03431142177	13
15	P31415	CASQ1	1;2	single	0.0152613385	15	0.8615588834	0.004621998125	0.02590067887	19	0.01798277942	12	0.7603263891	0.01009497516	0.02587058369	29	0.02621244486	9	0.6770312922	0	0.08530186965	13
16	Q15149	PLEC	1;2	summed:2	0.01024461688	16	0.8718035002	0.006454688294	0.01403454547	19	0.006949491819	25	0.9161775078	0.002255547533	0.01164343611	29	0.005466127893	28	0.9359946304	0.003645072148	0.007287183638	13
17	Q9UKX2	MYH2	1	summed:2	0.01017395382	17	0.8819774541	0	0.02071794038	19	0.1370642631	2	0.4148884908	0.1129113114	0.1612172148	29	0.06901977793	4	0.5020661458	0.04756600828	0.09047354758	13
18	P54296	MYOM2	1	summed:2	0.009376366082	18	0.8913538201	0.005358821816	0.01339391035	19	0.01423595556	15	0.8077228786	0.008672862614	0.0197990485	29	0.01521579263	15	0.7865029447	0.007475901065	0.0229556842	13
19	P52179	MYOM1	1	summed:2	0.00902493812	19	0.9003787583	0.00504040676	0.01300946948	19	0.007753542691	24	0.909228016	0.004216424938	0.01129066044	29	0.006915124514	26	0.92463773	0.003910667706	0.009919581322	13
20	Q96HC4	PDLIM5	1	summed:4	0.008667531894	20	0.9090462902	0.006480208475	0.01085485531	19	0.006046452229	28	0.9350972251	0.003749172798	0.008343731661	29	0.005890772507	27	0.9305285025	0.003910343117	0.007871201898	13
21	P11055	MYH3	1	single	0.0074288847	21	0.9164751749	0.005329844011	0.009527925388	19	0.006650393823	26	0.9228279017	0.004419978391	0.008880809255	29	0.009717057761	25	0.9177226055	0.007684673463	0.01174944206	13
22	P17661	DES	1	single	0.006572576818	22	0.9230477517	0.003900823499	0.009244330138	19	0.004023571127	32	0.9533615521	0.002309842619	0.005737299635	29	0.003138791266	32	0.9517188961	0.001461223777	0.004816358755	13
23	P67936	TPM4	1	summed:3	0.006531700653	23	0.9295794523	0	0.01315386167	19	0.0117268798	20	0.8715617831	0.002263298791	0.02119046081	28	0.02013914931	11	0.722338228	0.006503182112	0.0337751165	12
24	Q9UKX3	MYH13	1	single	0.006404077174	24	0.9359835295	0.004539752445	0.008268401904	19	0.005570209843	29	0.9406674349	0.003087687013	0.008052732672	29	0.004624077468	29	0.9406187078	0.001787901904	0.007460253032	13
25	Q5VST9	OBSCN	1	summed:2	0.006181499984	25	0.9421650295	0.003183068092	0.009179931876	19	0.004536042472	30	0.9452034774	0.002628809593	0.00644327535	29	0.003428491665	31	0.9485801048	0.001507119156	0.005349864175	13
26	Q5VTT5	MYOM3	1	single	0.005952937441	26	0.9481179669	0.003102766011	0.008803108871	19	0.001300142371	43	0.9785978711	0.0001941936023	0.00240609114	29	0.0004568758823	59	0.9895566429	0.0002199612527	0.000693790512	13
27	O60662	KLHL41	1;2	single	0.004399639199	27	0.9525176061	0.002922494829	0.00587678357	19	0.003378414839	35	0.9638375371	0.002118785237	0.004638044442	29	0.002897609722	35	0.9606019468	0.001416683668	0.004378535775	13
28	O75112	LDB3	1	summed:3	0.004359764754	28	0.9568773709	0.002805958337	0.005913571172	19	0.003645470374	33	0.9570070225	0.002291988976	0.004998951772	29	0.003076742289	33	0.9547956384	0.002470842122	0.003682642456	13
29	P05976	MYL1	1	summed:2	0.003215529671	29	0.9600929005	0.001004787269	0.005426272073	19	0.01184344766	19	0.8598349033	0	0.02713792441	29	0.01135601687	23	0.8979417198	0.0006443905111	0.02206764323	13
30	Q9NP98	MYOZ1	1	single	0.002754309007	30	0.9628472096	0.001639222097	0.003869395917	19	0.002988231851	36	0.966825769	0.001559426895	0.004417036806	29	0.00290869873	34	0.9577043371	0.002009180132	0.003808217328	13
31	O14958	CASQ2	1;2	single	0.002621188444	31	0.965468398	0	0.005824076628	19	0.0002815779058	67	0.993439161	7.5173344e-05	0.0004879824675	28	8.559670606e-05	100	0.9984180029	0	0.0002699875996	13
32	P21817	RYR1	1;2	summed:2	0.002376320172	32	0.9678447182	0.001301749266	0.003450891078	19	0.003452099818	34	0.9604591223	0.001992425274	0.004911774362	29	0.004532905315	30	0.9451516132	0.00316583212	0.00589997851	13
33	O15061	SYNM	1	summed:2	0.002215933757	33	0.9700606519	0.00111626006	0.003315607454	19	0.001858344575	39	0.973100311	0.001185439647	0.002531249502	29	0.001636669512	41	0.9739195982	0.0008387100169	0.002434629007	13
34	Q9UBF9	MYOT	1	single	0.00199231742	34	0.9720529693	0.001362220005	0.002622414834	19	0.001118734425	45	0.9808402966	0.000590257348	0.001647211501	29	0.0007361679639	52	0.9860193876	0.0002742448323	0.001198091096	13
35	Q01484	ANK2	1	summed:2	0.001916712551	35	0.9739696819	0.0002429192422	0.003590505859	15	0.001325262168	42	0.9772977287	0.0008268712702	0.001823653066	22	0.00240655755	37	0.9655015944	0.001593666249	0.003219448852	12
36	P02511	CRYAB	1	single	0.001445092664	36	0.9754147746	0	0.003308921989	19	0.002470581588	37	0.9692963506	0.000474755816	0.00446640736	29	0.002267486122	39	0.9700623758	0.0001796759436	0.004355296301	13
37	P06733	ENO1	1	single	0.001419271363	37	0.9768340459	0.001016015754	0.001822526972	19	0.001469323463	40	0.9745696345	0.0003657548973	0.002572892029	29	0.002220552886	40	0.9722829286	0	0.01032739767	13
38	Q9H987	SYNPO2L	1	summed:2	0.001344541688	38	0.9781785876	0.000785349428	0.001903733947	19	0.001123691023	44	0.9797215621	0.0007046889007	0.001542693146	28	0.001416287775	43	0.9769718957	0.00104428573	0.00178828982	13
39	P11532	DMD	1	single	0.001264031295	39	0.9794426189	0.0006602802643	0.001867782327	19	0.001402832092	41	0.9759724666	0	0.04203147694	29	0.001636009781	42	0.9755556079	0.0003221763634	0.002949843199	13
40	P04075	ALDOA	1	single	0.001103094893	40	0.9805457138	0	0.005170212137	19	0.01410666523	16	0.8218295439	0	0.0303137394	29	0.01557214262	14	0.7712871521	0	0.0410957343	13
41	Q9UMS6	SYNPO2	1	summed:2	0.001057893692	41	0.9816036075	0.0006132788043	0.001502508581	19	0.001040637913	46	0.9818809345	0.0003374120668	0.00174386376	29	0.0009783601567	47	0.9817774547	0.0004962982253	0.001460422088	13
42	Q9NZQ9	TMOD4	1	single	0.001051125098	42	0.9826547326	0.0004776665891	0.001624583607	19	0.0009003238303	49	0.984719971	0.0003261162786	0.001474531382	29	0.0009619277364	48	0.9827393824	0.00026513869	0.001658716783	13
43	Q9NPC6	MYOZ2	1	single	0.0009006486337	43	0.9835553812	0	0.00210769392	19	1.815185482e-05	125	0.9995414758	0	5.758789331e-05	25	1.353898407e-05	136	0.9996848284	0	3.753513759e-05	10
44	Q13643	FHL3	1	single	0.0008900795463	44	0.9844454608	0.000576825299	0.001203333794	19	0.0006163446187	56	0.9895376927	0.0003874286333	0.0008452606042	29	0.0008781071712	50	0.9845132248	0.0005264391877	0.001229775155	13
45	O75298	RTN2	1;2	single	0.0008716740866	45	0.9853171349	0.00048990021	0.001253447963	19	0.0007751525712	51	0.9862962737	0.0003605547809	0.001189750362	28	0.001359972983	44	0.9783318687	2.103249042e-05	0.002698913475	13
46	Q53GG5	PDLIM3	1	summed:3	0.0007606472226	46	0.9860777821	0.000364177378	0.001157117067	19	0.001015722259	47	0.9828966567	0.0003656071148	0.001665837403	29	0.001299394708	45	0.9796312634	0.0005877140294	0.002011075386	13
47	Q86VF7	NRAP	1	single	0.0007247218729	47	0.986802504	0.0004133900872	0.001036053659	19	0.000655126652	53	0.9876475049	0.0001989137513	0.001111339553	29	0.0004873960826	56	0.9881467731	0	0.0010054255	13
48	O75147	OBSL1	1	single	0.0006464099761	48	0.9874489139	0	0.001556572754	8	6.322995107e-05	101	0.9986153987	0	0.0006661978811	16	0.0003414510782	64	0.9914576781	0	0.001034060764	6
49	P09493	TPM1	1	summed:4	0.0005136102437	49	0.9879625242	0	0.002788181643	19	0.01899545517	10	0.7243043041	0	0.05360897983	29	0.01395717522	20	0.8593942047	0	0.03336736335	13
50	Q2TBA0	KLHL40	1	single	0.0004650375435	50	0.9884275617	0.0002889742425	0.0006411008446	19	0.0002671307524	69	0.9939850708	0.0001142723064	0.0004199891984	29	0.0001723458698	83	0.9963584861	8.788343559e-05	0.000256808304	13
51	P47756	CAPZB	1	single	0.0004601415449	51	0.9888877033	0	0.0009665763977	19	0.0004732340005	57	0.9900109267	0.0002632999935	0.0006831680075	29	0.0004766677925	57	0.9886234409	0.000221032007	0.000732303578	13
52	P16157	ANK1	1;2	summed:2	0.0004548245347	52	0.9893425278	0	0.001018106772	17	0.0002580855644	71	0.9945034195	9.571947419e-05	0.0004204516547	28	0.0005647122233	54	0.9871688705	0.0002573547658	0.0008720696807	11
53	P23327	HRC	1;2	single	0.0004360345887	53	0.9897785624	0.0001839109595	0.000688158218	19	0.0003443469144	62	0.9919267437	0	0.001246456688	29	0.0003075758341	69	0.9930744192	0	0.0009531983674	13
54	Q8N3V7	SYNPO	1	summed:2	0.0004249679338	54	0.9902035303	0.0002718490226	0.0005780868451	19	0.0002125148175	75	0.9953957263	5.899003808e-05	0.000366039597	28	0.0003184312893	68	0.9927668434	0.0002036004358	0.0004332621427	13
55	Q8TDC0	MYOZ3	1	single	0.0003975435206	55	0.9906010738	0.0001115851015	0.0006835019398	19	0.0006313315626	55	0.988921348	0.0001796822384	0.001082980887	28	0.0007699948806	51	0.9852832196	0.0004167321398	0.001123257621	13
56	O00499	BIN1	1	single	0.000356407077	56	0.9909574809	0	0.0009155602836	19	0.0006425115501	54	0.9882900165	8.725771032e-05	0.00119776539	29	0.001167831132	46	0.9807990945	0	0.003416379795	13
57	Q8N3K9	CMYA5	1;2	single	0.0003561827731	57	0.9913136637	0	0.0008996270872	19	0.000371749853	60	0.9912176303	0.0002034150809	0.0005400846251	29	0.0003912400787	61	0.9903925976	0.0002245511591	0.0005579289983	13
58	O15273	TCAP	1	single	0.0003305146756	58	0.9916441784	0.000171463868	0.0004895654832	19	0.0002979757906	64	0.9925645053	0.0001191515405	0.0004768000406	28	0.0003074003012	70	0.9933818195	0.0001370423455	0.0004777582569	12
59	P02585	TNNC2	1	single	0.0003244666184	59	0.991968645	0	0.002417955635	19	0.02443452365	6	0.6427131442	0	0.07055029219	29	0.02676002752	8	0.6508188473	0	0.09112666796	13
60	O14983	ATP2A1	1;2	single	0.0003095016738	60	0.9922781467	0	0.001729087569	19	0.01673165219	13	0.7770580413	0.01127622573	0.02218707865	29	0.02516778655	10	0.7021990787	0.01501262425	0.03532294885	13
61	Q9NR12	PDLIM7	1	summed:2	0.0003038314055	61	0.9925819781	0.0001594986818	0.0004481641293	19	0.0009229903966	48	0.9838196471	0.0004703532168	0.001375627576	29	0.002493090012	36	0.9630950368	0.001642301986	0.003343878038	13
62	P20807	CAPN3	1	single	0.0002654447395	62	0.9928474228	0.0001324927763	0.0003983967028	19	0.0002976724597	65	0.9928621778	0.0001167295931	0.0004786153264	28	0.0003700339206	62	0.9907626316	0.0002274825984	0.0005125852429	13
63	O00151	PDLIM1	1	single	0.0002638105443	63	0.9931112333	9.78932501e-05	0.0004297278384	19	8.019098651e-06	150	0.9998390893	0	6.596832762e-05	19	1.319736306e-05	137	0.9996980257	0	9.157937622e-05	7
64	P14923	JUP	1	single	0.0002513234568	64	0.9933625568	0	0.0006989649117	19	5.592403533e-05	104	0.9987934623	0	0.00069756359	28	0.0001696797182	85	0.996699562	0	0.003435940676	13
65	P04792	HSPB1	1	single	0.0002464660683	65	0.9936090229	0	0.0008508956177	19	0.0008011501369	50	0.9855211211	0	0.001757139778	29	0.0005847706594	53	0.9866041583	0	0.001894198692	13
66	Q01082	SPTBN1	1	single	0.0002459064844	66	0.9938549294	0.0001385261509	0.0003532868179	19	0.0001796120213	80	0.9963621885	8.856807712e-05	0.0002706559655	29	0.0001447340793	87	0.9970013603	0	0.000307538508	13
67	Q86TC9	MYPN	1	single	0.0002447784096	67	0.9940997078	0.0001323720725	0.0003571847467	19	0.0002150968062	74	0.9951832115	4.855884185e-05	0.0003816347706	28	0.0002350373457	76	0.9949428633	0.0001359998616	0.0003340748297	13
68	Q9HDC5	JPH1	1;2	single	0.0002323914895	68	0.9943320993	0	0.001348441602	19	0.000398797973	59	0.9908458805	0	0.0008609389685	29	0.0004905065108	55	0.987659377	0.0002925698274	0.0006884431942	13
69	Q13698	CACNA1S	1	single	0.000216387299	69	0.9945484866	3.37369691e-05	0.0003990376289	19	0.0003647664615	61	0.9915823968	0.0001476846876	0.0005818482353	29	0.0003409747096	65	0.9917986528	0.0001299499865	0.0005519994326	13
70	Q9BR39	JPH2	1;2	single	0.0002153987663	70	0.9947638853	0.0001346032557	0.0002961942768	19	0.0003397858521	63	0.9922665295	0.000116472306	0.0005630993982	29	0.0003535954826	63	0.991116227	0.0002253166465	0.0004818743187	13
71	P07451	CA3	1	single	0.0002120575404	71	0.9949759429	0	0.0016416704	19	0.0006961045995	52	0.9869923783	0	0.003738348627	29	0.0008957351606	49	0.9836351176	0	0.004459087822	13
72	Q09666	AHNAK	1	single	0.0002103888093	72	0.9951863317	0	0.0005739224871	19	0.0002433673428	72	0.9947467869	0	0.001503976037	29	0.0002701274613	73	0.9942070518	0	0.0007413997737	13
73	P18206	VCL	1	single	0.0002061795196	73	0.9953925112	0	0.0004154340336	19	0.0002787790241	68	0.99371794	0	0.001338084793	29	0.0002833077146	71	0.9936651272	0	0.002398802347	13
74	P12814	ACTN1	1	summed:2	0.000195507025	74	0.9955880182	0	0.0006106680294	18	0.0002213277896	73	0.9949681147	0	0.0006435654773	27	7.16887482e-05	103	0.9986475418	0	0.0002192515869	11
75	P63261	ACTG1	1	summed:3	0.0001892861997	75	0.9957773044	0	0.0005125608339	16	0.0001420037283	86	0.9972668485	0	0.000835454949	27	9.135034538e-05	98	0.9982453201	0	0.0004859111316	12
76	O95817	BAG3	1	single	0.0001880688859	76	0.9959653733	8.714238953e-05	0.0002889953823	19	0.0002106096031	76	0.9956063359	4.366810113e-05	0.000377551105	29	0.0001713961727	84	0.9965298823	1.233818891e-05	0.0003304541565	13
77	Q0ZGT2	NEXN	1	single	0.0001871720243	77	0.9961525453	0.0001253509418	0.0002489931068	19	0.0001884056833	78	0.9959967999	0.0001154189246	0.000261392442	29	0.0002185216119	77	0.9951613849	0	0.0004418068806	13
78	Q9Y281	CFL2	1	single	0.0001752646874	78	0.99632781	0	0.0003876098344	19	0.0002954052702	66	0.9931575831	0.0001113864572	0.0004794240833	29	0.0002109290466	79	0.9955907482	0	0.0006465425366	13
79	Q0VAK6	LMOD3	1	single	0.0001644356691	79	0.9964922457	0	0.0006498290886	19	0.0001058969638	91	0.9978377241	0	0.0008631370297	29	0.0001346602602	89	0.9972721828	0	0.0003707166788	13
80	Q9GZV1	ANKRD2	1	single	0.0001521082503	80	0.9966443539	0	0.0003967134814	19	0.0001720419019	81	0.9965342304	1.799989754e-05	0.0003260839062	29	2.215340963e-05	123	0.99945464	0	8.033999105e-05	13
81	O95425	SVIL	1	single	0.0001499115067	81	0.9967942654	2.864276382e-05	0.0002711802496	19	0.0001474507364	84	0.9969801186	2.159286823e-05	0.0002733086047	29	9.568252325e-05	97	0.9981539698	1.485707144e-05	0.0001765079751	13
82	P50461	CSRP3	1	single	0.0001488915112	82	0.9969431569	0	0.0004578630976	19	0.0002602632221	70	0.994245334	1.655684975e-05	0.0005039695945	29	3.59159783e-05	115	0.9992274246	0	0.0003813645202	13
83	P12882	MYH1	1	single	0.0001462439862	83	0.9970894009	0	0.002611555543	19	0.009861705189	22	0.8923306513	0.004474039272	0.01524937111	29	0.0472308404	6	0.596934831	0.02992163018	0.06454005063	13
84	Q08043	ACTN3	1	single	0.0001451177644	84	0.9972345187	0	0.00120411448	19	0.004134503546	31	0.949337981	0	0.008326678084	29	0.01449163769	18	0.8309951283	0.007270940384	0.02171233499	13
85	P60900	PSMA6	1	single	0.0001365769562	85	0.9973710957	0	0.0003051513485	19	2.608210611e-05	119	0.9994189166	6.943263094e-06	4.522094912e-05	29	5.042370055e-05	108	0.9989193078	0	0.0001028246516	13
86	P45378	TNNT3	1	single	0.0001282799308	86	0.9974993756	0	0.001874554137	19	0.01803930554	11	0.7423436097	0.009429424758	0.02664918631	29	0.01761379803	12	0.7399520261	0.0061140224	0.02911357366	13
87	Q14BN4	SLMAP	1	single	0.0001262776251	87	0.9976256532	7.109845633e-05	0.000181456794	19	8.038071877e-05	95	0.9981913575	2.86266339e-05	0.0001321348036	27	7.516913642e-05	102	0.9985758531	5.28835123e-05	9.745476053e-05	13
88	P51114	FXR1	1	single	0.0001225507355	88	0.9977482039	0	0.0003731857073	19	6.321124731e-05	102	0.9986786099	0	0.0003840071895	29	8.268102625e-05	101	0.998500684	0	0.0002822964527	13
89	Q14118	DAG1	1	single	0.0001213329686	89	0.9978695369	0	0.0006845699313	19	9.855185108e-05	92	0.9979362759	0	0.0002666907772	29	0.0003283547359	66	0.9921270076	1.977067236e-05	0.0006369387994	13
90	Q96AC1	FERMT2	1	single	0.0001059124668	90	0.9979754494	0	0.0005432299836	16	4.420634398e-05	111	0.999137501	0	0.0001509268439	21	8.708611697e-05	99	0.9983324062	0	0.0007923537877	12
91	P13533	MYH6	1	single	8.635791809e-05	91	0.9980618073	1.122304252e-05	0.0001614927937	18	9.712422768e-06	146	0.9998046865	0	5.950059929e-05	20	8.210950703e-06	155	0.9998773395	0	2.645541294e-05	10
92	Q15124	PGM5	1	single	7.871440931e-05	92	0.9981405217	3.412460655e-05	0.0001233042121	18	1.201782121e-05	137	0.9997088678	2.405620148e-06	2.163002228e-05	29	5.710049827e-06	167	0.9999528394	0	2.612127689e-05	10
93	P62942	FKBP1A	1;2	single	7.792921333e-05	93	0.9982184509	2.508529357e-05	0.0001307731331	19	0.0001447261591	85	0.9971248447	4.36277536e-05	0.0002458245645	27	0.0002078344876	80	0.9957985827	4.10902227e-05	0.0003745787526	13
94	Q9UHP9	SMPX	1	single	6.641934507e-05	94	0.9982848703	0	0.0002914654965	19	0.0001120489813	89	0.9976199565	0	0.0003115510567	29	0.0001105773992	92	0.9976485216	0	0.0003201655961	13
95	Q13813	SPTAN1	1	summed:2	6.302065049e-05	95	0.9983478909	0	0.0006870584879	19	0.0004361558386	58	0.9904470825	0	0.002731204336	28	0.0001361621917	88	0.9971375225	0	0.0004249064251	13
96	Q14324	MYBPC2	1	single	5.956170854e-05	96	0.9984074526	0	0.0007342199259	19	0.00914382205	23	0.9014744733	0.004857987675	0.01342965643	29	0.02712398881	7	0.6240588198	0.01951131504	0.03473666259	13
97	Q8NF91	SYNE1	1;2	single	5.853739252e-05	97	0.99846599	0	0.0001319496679	18	4.31759523e-05	112	0.999180677	0	0.0004242212646	27	6.563533025e-05	104	0.9987131772	0	0.0002071933329	10
98	Q03001	DST	1	summed:2	5.811630624e-05	98	0.9985241063	0	0.0001246443515	15	0.0001247547006	87	0.9973916032	0	0.0002894875573	21	2.172448297e-05	124	0.9994763645	0	0.0001058625943	8
99	P12109	COL6A1	1;2	single	5.368169335e-05	99	0.998577788	0	0.0001509252243	17	0.0001118706062	90	0.9977318271	2.143229502e-05	0.0002023089173	20	2.641471967e-05	121	0.9994073844	7.892341055e-06	4.493709829e-05	12
100	O60237	PPP1R12B	1	summed:2	5.343732838e-05	100	0.9986312253	0	0.000255963273	18	1.809226122e-05	126	0.9995595681	0	3.671928051e-05	28	8.71197863e-06	152	0.9998524918	0	0.0001403612873	11
101	Q8NDY3	ADPRHL1	1	single	5.077731102e-05	101	0.9986820027	0	0.0001453749606	18	9.401371274e-05	93	0.9980302896	0	0.00019756177	28	0.0001967519219	81	0.9959953346	0	0.0003981878176	12
102	O43707	ACTN4	1	single	5.063801638e-05	102	0.9987326407	0	0.0001456295823	18	8.068720065e-05	94	0.9981109768	0	0.0001699474799	29	9.616847484e-05	96	0.9980582872	2.536563006e-05	0.0001669713196	10
103	P48788	TNNI2	1	single	4.800644965e-05	103	0.9987806471	0	0.001201930312	16	0.0123738207	18	0.8479914557	0.00686411464	0.01788352676	29	0.01444190111	19	0.8454370295	0.009846462251	0.01903733997	13
104	P0DP23	CALM1	1	shared_split	4.512290928e-05	104	0.99882577	4.512290928e-05	9.024581856e-05	0	7.862255889e-05	96	0.9982699801	7.862255889e-05	0.0001572451178	0	0.0001016130309	94	0.9978605057	0.0001016130309	0.0002032260618	0
105	P0DP24	CALM2	1	shared_split	4.512290928e-05	105	0.9988708929	4.512290928e-05	9.024581856e-05	0	7.862255889e-05	97	0.9983486027	7.862255889e-05	0.0001572451178	0	0.0001016130309	95	0.9979621188	0.0001016130309	0.0002032260618	0
106	Q9NVD7	PARVA	1	single	4.369381947e-05	106	0.9989145868	0	0.0001274763193	3	9.199409965e-06	147	0.9998138859	0	1.846980672e-05	9	4.948006317e-06	171	0.9999740464	0	1.005011079e-05	6
107	Q9UDY4	DNAJB4	1	single	4.352332787e-05	107	0.9989581101	1.774340167e-05	6.930325406e-05	19	6.557128132e-05	99	0.9984889187	0	0.0001536221786	28	5.314865717e-05	105	0.9987663258	0	0.0001212808428	10
108	P61313	RPL15	1	single	3.983645902e-05	108	0.9989979466	1.788295695e-05	6.17899611e-05	18	4.793036437e-05	110	0.9990932947	0	0.0001690240772	25	3.300249264e-05	116	0.9992604271	1.669524178e-05	4.930974349e-05	13
109	Q6P5Q4	LMOD2	1	single	3.970150052e-05	109	0.9990376481	1.86371813e-05	6.076581974e-05	19	9.95127403e-06	145	0.9997949741	3.822141376e-06	1.608040669e-05	27	9.221410495e-06	151	0.9998437799	3.995635475e-06	1.444718551e-05	9
110	Q96DD0	LRRC39	1	single	3.596710544e-05	110	0.9990736152	1.323362207e-05	5.870058882e-05	18	1.031721111e-05	143	0.9997748098	0	2.166501569e-05	24	2.556153395e-06	175	0.9999871395	3.87658383e-07	4.724648406e-06	9
111	P56539	CAV3	1	single	3.565579652e-05	111	0.999109271	0	8.675145493e-05	16	5.060404993e-05	106	0.9988971214	3.021724826e-05	7.099085161e-05	20	3.268195255e-05	117	0.999293109	0	0.0003583238079	9
112	O14950	MYL12B	1	shared_group	3.560085316e-05	112	0.9991448718	3.560085316e-05	3.560085316e-05	0	6.139964648e-06	160	0.9999061678	6.139964648e-06	6.139964648e-06	0	1.092868764e-05	142	0.999755251	1.092868764e-05	1.092868764e-05	0
