# GENERATED by mass_fractions_pools.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-19T21:22:20Z
# category    = blood
# pool erythrocytes: bryk_2017 file.1 data/literature/bryk_2017/pr7b00025_si_002.xlsx sha256 de865512e5f0478dc6ba2e17258013fa7084a74144fdf1c07bd0e9174daf6400; sheet 'Table S3', header row 3; Bryk AH, Wiśniewski JR. Quantitative analysis of human red blood cell proteome. J Proteome Res 2017;16(8):2752-2761.  [author list verified 2026-09-18 from the article PDF on disk]
# pool plasma: geyer_2016 file.1 data/literature/geyer_2016/1-s2.0-S2405471216300722-mmc3.xlsx sha256 ccffa0e715fa41a3c839842830bcdea45e068004b6b9e1096133c38a6d0921d2; sheet 'Supplementary Table S2', header row 1; Geyer PE, Kulak NA, Pichler G, Holdt LM, Teupser D, Mann M. Plasma proteome profiling to assess human health and disease. Cell Syst 2016;2(3):185-195.  [author list verified 2026-09-18 from the article PDF on disk]
# accessions  = config/blood/accessions.ini sha256 ca1780b8054f3bd0c63af53ab3bf3232e35cca24e13302444f0e92a8639fb271
# composition = outputs/blood/intermediate/composition/amino_acid_composition_per_protein.tsv sha256 5fa362bcf0b6766e6d694840c9c21f80e8d5c70b324748fd239b4caa786cd439
# rules       = B0 (hash), D105 (published mass share, no MW step), D108 (mean of replicates), D47 (summed rows), D48 (shared rows), D53a, D31 (within pool), B5 (low/high), A7, D113 (immunoglobulin bound)
accession	gene	w	w_low	w_high	cumulative_w	match_rule
P02763	ORM1	0.007794477348	0.007250170302	0.008338784393	0.8347667739	single
P0DOY2	IGLC2	0.007287473753	0.006491329732	0.01537109153	0.8420542476	shared_split
P0DOY3	IGLC3	0.007287473753	0.006491329732	0.01537109153	0.8493417214	shared_split
P02790	HPX	0.007016604526	0.006453722661	0.007579486391	0.8563583259	single
P06727	APOA4	0.006940759549	0.006691397499	0.007190121599	0.8632990855	single
P01619	IGKV3-20	0.006310862508	0.005651133437	0.00697059158	0.869609948	summed:7
P01011	SERPINA3	0.0060664832	0.005760404356	0.006372562044	0.8756764312	single
P19823	ITIH2	0.005995798087	0.005634442592	0.006357153583	0.8816722293	single
P00450	CP	0.005894500369	0.005376532058	0.006412468681	0.8875667296	single
P02766	TTR	0.005562461259	0.004642931114	0.006481991403	0.8931291909	single
Q14624	ITIH4	0.005537165642	0.005414496288	0.005659834997	0.8986663565	summed:3
P02774	GC	0.00464074375	0.004297582369	0.00498390513	0.9033071003	summed:2
P01008	SERPINC1	0.004503156073	0.00420556801	0.004800744136	0.9078102564	single
P02751	FN1	0.004147028302	0.004005257252	0.004288799352	0.9119572847	single
P00751	CFB	0.004044054495	0.003875227606	0.004212881384	0.9160013392	single
P02765	AHSG	0.004036797826	0.003580953236	0.004492642415	0.920038137	single
P10909	CLU	0.00379041707	0.003487019884	0.004093814257	0.9238285541	single
P19827	ITIH1	0.003574431669	0.003341689153	0.003807174185	0.9274029857	single
P01042	KNG1	0.00343414954	0.00326493162	0.003603367459	0.9308371353	summed:2
P04217	A1BG	0.003182562925	0.002861214381	0.00350391147	0.9340196982	single
P01861	IGHG4	0.002702819224	0.002293497357	0.003112141091	0.9367225174	single
P06396	GSN	0.002609257853	0.002464066482	0.002754449225	0.9393317753	single
P02656	APOC3	0.002593325314	0.002355567032	0.002831083595	0.9419251006	single
P05155	SERPING1	0.002330665778	0.002150100374	0.002511231181	0.9442557664	single
P08603	CFH	0.00208011813	0.001961393267	0.002198842993	0.9463358845	single
P02649	APOE	0.002031617753	0.001900805377	0.002162430129	0.9483675022	single
P04004	VTN	0.00194403464	0.001796093334	0.002091975947	0.9503115369	single
P04433	IGKV3-11	0.001923189146	0.001744091392	0.0021022869	0.952234726	single
P27169	PON1	0.001748332373	0.001609271227	0.001887393519	0.9539830584	single
P01031	C5	0.001601256845	0.001505908938	0.001696604752	0.9555843152	single
P06312	IGKV4-1	0.001547126117	0.001398397183	0.001695855052	0.9571314414	summed:2
P02750	LRG1	0.001504412729	0.001387533398	0.001621292059	0.9586358541	single
P02654	APOC1	0.00142903873	0.001286097387	0.001571980073	0.9600648928	single
P01764	IGHV3-23	0.001407214976	0.001286130066	0.001528299885	0.9614721078	summed:4
P02749	APOH	0.001356862998	0.001034225012	0.001679500984	0.9628289708	single
P01860	IGHG3	0.001324350681	0.001229211579	0.001419489783	0.9641533215	single
P01615	IGKV2D-28	0.001323481879	0.000938080621	0.001708883136	0.9654768034	single
P00734	F2	0.001270044679	0.001153017751	0.001387071607	0.966746848	single
P00747	PLG	0.001261905982	0.001132501565	0.0013913104	0.968008754	single
P80748	IGLV3-21	0.001144927281	0.0009850004892	0.001304854072	0.9691536813	summed:2
P08697	SERPINF2	0.001140861696	0.001054694102	0.001227029291	0.970294543	single
P02748	C9	0.001059131779	0.0009938617244	0.001124401834	0.9713536748	single
P01766	IGHV3-13	0.0009359292048	0.000855932907	0.001015925503	0.972289604	single
P01593	IGKV1D-33	0.0009327848936	0.0008185764112	0.001046993376	0.9732223889	summed:3
P01019	AGT	0.0008843801765	0.0008054894239	0.0009632709291	0.974106769	single
P05546	SERPIND1	0.0008622912899	0.0008150240955	0.0009095584842	0.9749690603	single
P08185	SERPINA6	0.0008487171914	0.0008031692504	0.0008942651325	0.9758177775	single
P02655	APOC2	0.0008441487841	0.000755244999	0.0009330525691	0.9766619263	single
P09871	C1S	0.0008296788117	0.0007799696179	0.0008793880055	0.9774916051	single
P01591	JCHAIN	0.0007528648121	0.0006632973166	0.0008424323075	0.9782444699	single
P35542	SAA4	0.0007388903578	0.0006733427619	0.0008044379538	0.9789833603	single
P13671	C6	0.0007111922236	0.0006674317768	0.0007549526703	0.9796945525	single
P00736	C1R	0.0006931991145	0.0006270270653	0.0007593711637	0.9803877516	single
Q06033	ITIH3	0.0006417235824	0.0006012210852	0.0006822260795	0.9810294752	single
P01602	IGKV1-5	0.000615485816	0.0005413746795	0.0006895969525	0.981644961	summed:3
P04196	HRG	0.0006059098313	0.0005519779512	0.0006598417113	0.9822508709	single
P36955	SERPINF1	0.0005409585624	0.0005069257078	0.0005749914169	0.9827918294	single
P01703	IGLV1-40	0.0005215752792	0.0003128099115	0.000730340647	0.9833134047	single
P03952	KLKB1	0.0004814176397	0.0004305314813	0.000532303798	0.9837948223	single
P01624	IGKV3-15	0.0004751186113	0.0002835267553	0.0006667104673	0.984269941	summed:2
P43652	AFM	0.0004750879325	0.0004106604872	0.0005395153778	0.9847450289	single
O43866	CD5L	0.0004599482801	0.0004035830578	0.0005163135025	0.9852049772	single
P02743	APCS	0.0004254994463	0.0002444834155	0.000606515477	0.9856304766	single
P19652	ORM2	0.0004208089802	0.0003878375494	0.000453780411	0.9860512856	single
P00739	HPR	0.0004158943297	0.0003737733596	0.0004580152998	0.9864671799	single
O14791	APOL1	0.0003871542216	0.0003614771292	0.000412831314	0.9868543341	single
P25311	AZGP1	0.0003860370598	0.0003231717616	0.0004489023581	0.9872403712	single
P0C0L4	C4A	0.000370673893	0.0003310555308	0.0004102922552	0.9876110451	single
P10643	C7	0.0003641220669	0.0003405120273	0.0003877321065	0.9879751672	single
P51884	LUM	0.0003571231464	0.0003396397591	0.0003746065337	0.9883322903	single
P02760	AMBP	0.000346252565	0.00030652425	0.0003859808799	0.9886785429	single
P06310	IGKV2-30	0.0003460533033	0.000265872975	0.0004262336317	0.9890245962	single
P04211	IGLV7-43	0.0003446640598	0.0002942046254	0.0003951234942	0.9893692602	single
P05090	APOD	0.0003396502974	0.0003034933819	0.0003758072129	0.9897089105	single
P04003	C4BPA	0.0003348852344	0.0002994926462	0.0003702778226	0.9900437958	single
P35858	IGFALS	0.0003264216827	0.0003025206701	0.0003503226953	0.9903702175	single
P02746	C1QB	0.0003084032878	0.0002730754769	0.0003437310986	0.9906786207	single
P05156	CFI	0.0002961174489	0.0002633001988	0.0003289346991	0.9909747382	single
P07225	PROS1	0.0002828140618	0.0002616046271	0.0003040234965	0.9912575523	single
P07358	C8B	0.0002717696776	0.0002514571889	0.0002920821664	0.9915293219	single
P0DJI8	SAA1	0.0002672526371	0.0002120907308	0.0003224145434	0.9917965746	single
P05543	SERPINA7	0.0002565558957	0.000227590892	0.0002855208994	0.9920531305	single
P01701	IGLV1-51	0.0002481623993	0.0002265580849	0.0002697667137	0.9923012929	summed:3
Q13740	ALCAM	0.0002409539218	0.0001184029033	0.0003635049402	0.9925422468	single
P01877	IGHA2	0.000238457507	0.0001666739265	0.0003102410876	0.9927807043	single
P02747	C1QC	0.0002344590491	0.0002048588981	0.0002640592	0.9930151633	single
P29622	SERPINA4	0.0002307464346	0.0002137903346	0.0002477025347	0.9932459098	single
O95445	APOM	0.0002270335287	0.0002079770729	0.0002460899845	0.9934729433	single
P07357	C8A	0.0002181378354	0.0001946514673	0.0002416242035	0.9936910811	single
P02741	CRP	0.0002039435615	0.000188239421	0.0002196477021	0.9938950247	single
P01782	IGHV3-9	0.0002005409183	0.0001742458999	0.0002268359367	0.9940955656	single
P00748	F12	0.000197843597	0.0001749789542	0.0002207082397	0.9942934092	single
Q96PD5	PGLYRP2	0.0001708799071	0.0001541473052	0.000187612509	0.9944642891	single
P22792	CPN2	0.0001678691917	0.0001515902597	0.0001841481236	0.9946321583	single
P01714	IGLV3-19	0.0001617189822	0.0001454931402	0.0001779448241	0.9947938773	single
P01706	IGLV2-11	0.0001581055078	0.0001369613738	0.0001792496417	0.9949519828	single
P01717	IGLV3-25	0.0001572244193	0.0001347044733	0.0001797443652	0.9951092072	single
Q96CV9	OPTN	0.0001530946447	0.0001335300692	0.0001726592202	0.9952623019	single
P01772	IGHV3-33	0.0001520918699	0.0001422268845	0.0001619568552	0.9954143937	single
P80108	GPLD1	0.0001465149696	0.0001320961506	0.0001609337885	0.9955609087	single
P15169	CPN1	0.0001307696614	0.0001194055956	0.0001421337273	0.9956916784	single
P18428	LBP	0.0001135549314	9.56824804e-05	0.0001314273824	0.9958052333	single
P01597	IGKV1-39	0.0001129669758	0.0001020670715	0.0001238668802	0.9959182003	summed:2
P01700	IGLV1-47	0.0001115298195	8.742163337e-05	0.0001356380056	0.9960297301	single
P23142	FBLN1	0.0001097841021	9.993725006e-05	0.0001196309541	0.9961395142	summed:2
P00488	F13A1	0.0001046424741	9.212283085e-05	0.0001171621173	0.9962441567	single
P36980	CFHR2	0.0001037937013	8.949341706e-05	0.0001180939855	0.9963479504	single
P06276	BCHE	9.481171432e-05	7.709284586e-05	0.0001125305828	0.9964427621	single
Q96IY4	CPB2	9.301971386e-05	8.296330858e-05	0.0001030761191	0.9965357818	single
P04278	SHBG	9.040365708e-05	8.301219672e-05	9.779511744e-05	0.9966261855	single
P01611	IGKV1D-12	8.931676797e-05	8.049293435e-05	9.81406016e-05	0.9967155022	single
Q16610	ECM1	8.87509477e-05	8.10557341e-05	9.644616131e-05	0.9968042532	single
O75882	ATRN	8.566827049e-05	6.718129868e-05	0.0001041552423	0.9968899214	single
A0M8Q6	IGLC7	8.515947968e-05	5.889888012e-05	0.0001114200792	0.9969750809	single
Q08380	LGALS3BP	8.47426419e-05	7.792254672e-05	9.156273707e-05	0.9970598236	single
P04275	VWF	8.428824266e-05	6.896086068e-05	9.961562464e-05	0.9971441118	single
P12259	F5	8.40823806e-05	7.150840336e-05	9.665635784e-05	0.9972281942	single
P04430	IGKV1-16	8.243184099e-05	7.381179127e-05	9.105189071e-05	0.997310626	single
P07360	C8G	7.915329515e-05	6.883712695e-05	8.946946336e-05	0.9973897793	single
Q96KN2	CNDP1	7.837147116e-05	7.331165967e-05	8.343128265e-05	0.9974681508	single
O75636	FCN3	7.755503519e-05	6.213125397e-05	9.297881641e-05	0.9975457058	single
P20742	PZP	7.428617537e-05	6.182193207e-05	8.675041868e-05	0.997619992	single
Q14520	HABP2	7.349689623e-05	6.074549176e-05	8.62483007e-05	0.9976934889	single
P01704	IGLV2-14	6.806659084e-05	5.510207832e-05	8.103110337e-05	0.9977615555	single
P05154	SERPINA5	6.696949118e-05	6.031799303e-05	7.362098933e-05	0.997828525	single
P05160	F13B	6.598177572e-05	6.048244462e-05	7.148110683e-05	0.9978945068	single
Q9UK55	SERPINA10	6.351480941e-05	5.004755764e-05	7.698206119e-05	0.9979580216	single
P05452	CLEC3B	6.051165056e-05	4.920903836e-05	7.181426276e-05	0.9980185332	single
P01814	IGHV2-70	6.046930808e-05	5.174634235e-05	6.919227382e-05	0.9980790025	single
P01767	IGHV3-53	5.752094326e-05	5.095559542e-05	6.408629111e-05	0.9981365235	single
Q9NZP8	C1RL	5.72032889e-05	5.06673047e-05	6.37392731e-05	0.9981937268	single
P02753	RBP4	5.718577343e-05	5.27624871e-05	6.160905976e-05	0.9982509125	single
P11226	MBL2	5.623037751e-05	4.454700238e-05	6.791375265e-05	0.9983071429	single
P06681	C2	5.48875694e-05	4.706403216e-05	6.271110664e-05	0.9983620305	single
P00740	F9	5.369613161e-05	4.452292822e-05	6.286933499e-05	0.9984157266	single
Q15848	ADIPOQ	5.267372102e-05	4.551540508e-05	5.983203696e-05	0.9984684003	single
P43251	BTD	5.103322326e-05	4.556245398e-05	5.650399254e-05	0.9985194336	single
P09172	DBH	4.791086361e-05	4.381182589e-05	5.200990133e-05	0.9985673444	single
Q15582	TGFBI	4.552332752e-05	3.669521844e-05	5.43514366e-05	0.9986128677	single
P01742	IGHV1-69	4.53830834e-05	3.351699297e-05	5.724917383e-05	0.9986582508	single
P00742	F10	4.525285659e-05	3.929655512e-05	5.120915805e-05	0.9987035037	single
P61769	B2M	4.080026645e-05	2.203238614e-05	5.956814675e-05	0.998744304	single
P55058	PLTP	3.961630798e-05	3.387292382e-05	4.535969214e-05	0.9987839203	single
P60709	ACTB	3.955177689e-05	3.29518486e-05	4.615170518e-05	0.998823472	single
P15814	IGLL1	3.712444752e-05	2.943117472e-05	4.481772031e-05	0.9988605965	single
Q9H257	CARD9	3.701033356e-05	3.395528996e-05	4.006537716e-05	0.9988976068	single
P02745	C1QA	3.67869684e-05	2.175785886e-05	5.181607794e-05	0.9989343938	single
P01594	IGKV1-33	3.362647212e-05	2.887984823e-05	3.837309602e-05	0.9989680203	summed:2
P01880	IGHD	3.327254333e-05	2.978483524e-05	3.676025141e-05	0.9990012928	single
Q9NY15	STAB1	3.323035641e-05	2.530437083e-05	4.115634199e-05	0.9990345232	single
Q04756	HGFAC	3.304174683e-05	2.978374143e-05	3.629975223e-05	0.9990675649	single
P01763	IGHV3-48	3.10983967e-05	2.787576198e-05	3.432103142e-05	0.9990986633	single
Q13790	APOF	3.000633816e-05	2.691121529e-05	3.310146102e-05	0.9991286696	single
P23083	IGHV1-2	2.916251662e-05	2.321036539e-05	3.511466784e-05	0.9991578322	single
P17936	IGFBP3	2.876292172e-05	2.37782012e-05	3.374764223e-05	0.9991865951	single
P20851	C4BPB	2.859663942e-05	2.418037685e-05	3.301290199e-05	0.9992151917	single
P01721	IGLV6-57	2.794255352e-05	2.42637447e-05	3.162136235e-05	0.9992431343	summed:2
Q9UGM5	FETUB	2.779745266e-05	2.372765894e-05	3.186724637e-05	0.9992709317	single
P26927	MST1	2.619660425e-05	2.194426252e-05	3.044894597e-05	0.9992971283	single
P14151	SELL	2.592113412e-05	2.075543659e-05	3.108683166e-05	0.9993230495	single
P03951	F11	2.544210258e-05	2.269451538e-05	2.818968977e-05	0.9993484916	single
P01824	IGHV4-39	2.508470507e-05	1.844789953e-05	3.172151061e-05	0.9993735763	single
Q6UXB8	PI16	2.445085213e-05	9.561198242e-06	3.934050602e-05	0.9993980271	single
P22891	PROZ	2.352187833e-05	1.858340239e-05	2.846035428e-05	0.999421549	single
Q02985	CFHR3	2.32684792e-05	1.895162697e-05	2.758533143e-05	0.9994448175	single
P08571	CD14	2.237917123e-05	1.918485469e-05	2.557348778e-05	0.9994671967	single
P04180	LCAT	2.121118829e-05	1.75004771e-05	2.492189949e-05	0.9994884078	single
P00746	CFD	1.855158409e-05	1.535031537e-05	2.175285281e-05	0.9995069594	single
Q92954	PRG4	1.736992724e-05	1.046589784e-05	2.427395664e-05	0.9995243294	single
P33151	CDH5	1.623495164e-05	1.333394619e-05	1.913595709e-05	0.9995405643	single
P01743	IGHV1-46	1.474704479e-05	1.179001126e-05	1.770407831e-05	0.9995553114	single
P55056	APOC4	1.472146393e-05	1.037374878e-05	1.906917908e-05	0.9995700328	single
P06331	IGHV4-34	1.357172338e-05	0	3.62286983e-05	0.9995836045	single
Q15485	FCN2	1.35152785e-05	1.073037627e-05	1.630018072e-05	0.9995971198	single
P11597	CETP	1.345497822e-05	9.7468914e-06	1.716306505e-05	0.9996105748	single
O00391	QSOX1	1.327452529e-05	1.02341916e-05	1.631485898e-05	0.9996238493	single
P61626	LYZ	1.296776105e-05	9.071607561e-06	1.686391453e-05	0.9996368171	single
P49747	COMP	1.206904758e-05	7.76781617e-06	1.637027898e-05	0.9996488861	single
Q6P387	C16orf46	1.18620568e-05	6.906379328e-06	1.681773427e-05	0.9996607482	single
P04070	PROC	1.132324748e-05	6.539892334e-06	1.610660262e-05	0.9996720714	single
Q9UNW1	MINPP1	1.110657105e-05	1.110657105e-05	1.110657105e-05	0.999683178	single
P48740	MASP1	1.105146873e-05	5.313646968e-06	1.678929049e-05	0.9996942295	single
Q15166	PON3	1.045483057e-05	5.565540063e-06	1.534412109e-05	0.9997046843	single
P01780	IGHV3-7	8.953998128e-06	7.874783708e-06	1.003321255e-05	0.9997136383	single
P31944	CASP14	8.850768861e-06	8.850768861e-06	8.850768861e-06	0.9997224891	single
P01034	CST3	8.824213338e-06	6.272189138e-06	1.137623754e-05	0.9997313133	single
P41222	PTGDS	8.497340067e-06	6.958236053e-06	1.003644408e-05	0.9997398106	single
Q9Y5Y7	LYVE1	8.422887484e-06	7.038897465e-06	9.806877502e-06	0.9997482335	single
Q12805	EFEMP1	8.411471916e-06	6.626405979e-06	1.019653785e-05	0.999756645	single
Q06830	PRDX1	8.238724857e-06	7.036160701e-06	9.441289012e-06	0.9997648837	single
Q6EMK4	VASN	7.695679975e-06	6.308395572e-06	9.082964377e-06	0.9997725794	single
P22105	TNXB	7.603840514e-06	4.675761679e-06	1.053191935e-05	0.9997801832	single
Q9HDC9	APMAP	7.520452962e-06	6.589004892e-06	8.451901033e-06	0.9997877037	single
P19320	VCAM1	7.020095161e-06	3.914644787e-06	1.012554554e-05	0.9997947238	single
P11137	MAP2	6.686025048e-06	4.239060626e-06	9.132989469e-06	0.9998014098	single
Q13822	ENPP2	6.607101814e-06	6.607101814e-06	6.607101814e-06	0.9998080169	single
P63267	ACTG2	6.480522149e-06	4.661805396e-06	8.299238901e-06	0.9998144974	single
Q9Y6R7	FCGBP	6.360891669e-06	4.790492137e-06	7.931291201e-06	0.9998208583	single
Q9H5I5	PIEZO2	6.249841439e-06	0	1.311768242e-05	0.9998271082	single
P01599	IGKV1-17	6.048170133e-06	3.847034427e-06	8.249305839e-06	0.9998331563	single
Q92820	GGH	6.009965781e-06	2.973097536e-06	9.046834026e-06	0.9998391663	single
Q99784	OLFM1	5.956223685e-06	0	2.719630447e-05	0.9998451225	single
P08637	FCGR3A	5.94617928e-06	5.126371181e-06	6.765987379e-06	0.9998510687	single
P49913	CAMP	5.754810128e-06	4.697715928e-06	6.811904328e-06	0.9998568235	single
P27918	CFP	5.637427884e-06	2.590940423e-06	8.683915344e-06	0.9998624609	single
P81605	DCD	5.483299896e-06	2.649294312e-06	8.317305481e-06	0.9998679442	single
P32119	PRDX2	5.474607641e-06	4.004182375e-06	6.945032907e-06	0.9998734188	single
P07195	LDHB	4.957868451e-06	3.851755202e-06	6.063981699e-06	0.9998783767	single
O00187	MASP2	4.892851098e-06	3.242137064e-06	6.543565132e-06	0.9998832696	single
P08709	F7	4.767887497e-06	3.947028209e-06	5.588746785e-06	0.9998880375	single
Q08830	FGL1	4.737977557e-06	3.506595395e-06	5.969359719e-06	0.9998927754	single
P02786	TFRC	4.606934093e-06	3.355741093e-06	5.858127092e-06	0.9998973824	single
P13598	ICAM2	4.569576994e-06	2.8217409e-06	6.317413088e-06	0.9999019519	single
Q76LX8	ADAMTS13	4.559529178e-06	4.042168521e-06	5.076889835e-06	0.9999065115	single
P11021	HSPA5	4.45826623e-06	3.844286358e-06	5.072246102e-06	0.9999109697	single
P07359	GP1BA	4.297689143e-06	2.864652114e-06	5.730726172e-06	0.9999152674	single
Q01469	FABP5	4.151375321e-06	3.325210337e-06	4.977540306e-06	0.9999194188	single
Q9NQ79	CRTAC1	4.044650493e-06	3.333568575e-06	4.755732411e-06	0.9999234634	single
P12955	PEPD	3.720642985e-06	2.73359353e-06	4.707692441e-06	0.9999271841	single
Q9UNN8	PROCR	3.408913641e-06	1.375386259e-06	5.442441022e-06	0.999930593	single
Q9UHG3	PCYOX1	3.356664993e-06	2.677753658e-06	4.035576327e-06	0.9999339497	single
P31327	CPS1	3.333957039e-06	2.30246819e-06	4.365445888e-06	0.9999372836	single
P16070	CD44	3.172758376e-06	2.697462092e-06	3.648054659e-06	0.9999404564	single
P33908	MAN1A1	3.172634184e-06	1.702738988e-06	4.642529379e-06	0.999943629	single
P13796	LCP1	2.980032492e-06	1.661853332e-06	4.298211651e-06	0.9999466091	single
P01040	CSTA	2.89044027e-06	2.172044666e-06	3.608835874e-06	0.9999494995	single
Q9Y6Z7	COLEC10	2.759891439e-06	2.759891439e-06	2.759891439e-06	0.9999522594	single
P04439	HLA-A	2.681464176e-06	2.681464176e-06	2.681464176e-06	0.9999549408	single
Q99969	RARRES2	2.477302262e-06	1.956610959e-06	2.997993565e-06	0.9999574182	single
P15144	ANPEP	2.31277295e-06	1.614249875e-06	3.011296025e-06	0.9999597309	single
P13591	NCAM1	2.130575846e-06	9.830387418e-07	3.278112951e-06	0.9999618615	single
Q13093	PLA2G7	2.094628456e-06	1.826991489e-06	2.362265424e-06	0.9999639561	single
P02775	PPBP	2.053586493e-06	1.450113579e-06	2.657059407e-06	0.9999660097	single
P55290	CDH13	1.946762622e-06	1.634033239e-06	2.259492006e-06	0.9999679565	single
Q14515	SPARCL1	1.911621909e-06	1.246294738e-06	2.57694908e-06	0.9999698681	single
O00533	CHL1	1.743448002e-06	1.316771733e-06	2.170124272e-06	0.9999716115	single
Q9NPH3	IL1RAP	1.631909232e-06	1.243893783e-06	2.01992468e-06	0.9999732435	single
Q9BWP8	COLEC11	1.61932492e-06	1.61932492e-06	1.61932492e-06	0.9999748628	single
P06702	S100A9	1.614882764e-06	6.170642754e-07	2.612701253e-06	0.9999764777	single
Q12913	PTPRJ	1.596639978e-06	1.319499332e-06	1.873780623e-06	0.9999780743	single
P69892	HBG2	1.582045607e-06	5.265601143e-07	2.637531101e-06	0.9999796564	single
Q01459	CTBS	1.447204817e-06	1.181655582e-06	1.712754051e-06	0.9999811036	single
Q8NBP7	PCSK9	1.411961969e-06	1.125122919e-06	1.69880102e-06	0.9999825155	single
O95497	VNN1	1.353910634e-06	1.110677369e-06	1.597143899e-06	0.9999838694	single
P10720	PF4V1	1.268729387e-06	1.268729387e-06	1.268729387e-06	0.9999851382	single
P07333	CSF1R	1.22415384e-06	8.34222211e-07	1.614085469e-06	0.9999863623	single
P10721	KIT	1.154226389e-06	8.20608578e-07	1.4878442e-06	0.9999875165	single
P01699	IGLV1-44	1.088330999e-06	0	2.301031519e-05	0.9999886049	single
P05109	S100A8	1.078268701e-06	7.914659057e-07	1.365071497e-06	0.9999896831	single
P08294	SOD3	1.072123954e-06	7.447531593e-07	1.399494748e-06	0.9999907553	single
P23470	PTPRG	1.055421651e-06	9.515503918e-07	1.159292911e-06	0.9999918107	single
Q16853	AOC3	1.029273993e-06	7.323583245e-07	1.326189661e-06	0.99999284	single
P17066	HSPA6	1.00028556e-06	8.253580077e-07	1.175213112e-06	0.9999938402	single
P15924	DSP	9.631080198e-07	8.410604608e-07	1.085155579e-06	0.9999948033	single
P0DJI9	SAA2	9.264628285e-07	6.616395e-07	1.191286157e-06	0.9999957298	single
Q12860	CNTN1	9.001419444e-07	7.651383272e-07	1.035145562e-06	0.99999663	single
Q14126	DSG2	8.51471271e-07	8.51471271e-07	8.51471271e-07	0.9999974814	single
Q9BTY2	FUCA2	7.599622139e-07	5.328878724e-07	9.870365554e-07	0.9999982414	single
P54108	CRISP3	5.724044472e-07	3.56164443e-07	7.886444513e-07	0.9999988138	single
P13473	LAMP2	4.78041939e-07	0	1.537074497e-06	0.9999992918	single
Q7KZ85	SUPT6H	4.077293729e-07	3.423767568e-07	4.73081989e-07	0.9999996996	single
P03950	ANG	3.004360194e-07	3.004360194e-07	3.004360194e-07	1	single
