# GENERATED by mass_fractions_pools.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-19T21:22:20Z
# category    = blood
# pool erythrocytes: bryk_2017 file.1 data/literature/bryk_2017/pr7b00025_si_002.xlsx sha256 de865512e5f0478dc6ba2e17258013fa7084a74144fdf1c07bd0e9174daf6400; sheet 'Table S3', header row 3; Bryk AH, Wiśniewski JR. Quantitative analysis of human red blood cell proteome. J Proteome Res 2017;16(8):2752-2761.  [author list verified 2026-09-18 from the article PDF on disk]
# pool plasma: geyer_2016 file.1 data/literature/geyer_2016/1-s2.0-S2405471216300722-mmc3.xlsx sha256 ccffa0e715fa41a3c839842830bcdea45e068004b6b9e1096133c38a6d0921d2; sheet 'Supplementary Table S2', header row 1; Geyer PE, Kulak NA, Pichler G, Holdt LM, Teupser D, Mann M. Plasma proteome profiling to assess human health and disease. Cell Syst 2016;2(3):185-195.  [author list verified 2026-09-18 from the article PDF on disk]
# accessions  = config/blood/accessions.ini sha256 ca1780b8054f3bd0c63af53ab3bf3232e35cca24e13302444f0e92a8639fb271
# composition = outputs/blood/intermediate/composition/amino_acid_composition_per_protein.tsv sha256 5fa362bcf0b6766e6d694840c9c21f80e8d5c70b324748fd239b4caa786cd439
# rules       = B0 (hash), D105 (published mass share, no MW step), D108 (mean of replicates), D47 (summed rows), D48 (shared rows), D53a, D31 (within pool), B5 (low/high), A7, D113 (immunoglobulin bound)
accession	gene	w	w_low	w_high	cumulative_w	match_rule
O43665	RGS10	1.797071616e-05	1.247788749e-05	2.346354483e-05	0.9953622743	single
Q9UHJ6	SHPK	1.79683067e-05	4.953023659e-06	3.098358973e-05	0.9953802426	single
P30101	PDIA3	1.795163888e-05	5.438776266e-07	3.535940014e-05	0.9953981942	summed:2
Q16563	SYPL1	1.773604243e-05	0	3.674213811e-05	0.9954159303	single
Q9ULC3	RAB23	1.76972104e-05	0	4.802733104e-05	0.9954336275	single
Q9NTJ5	SACM1L	1.75560435e-05	9.560828073e-06	2.555125893e-05	0.9954511835	summed:2
Q06124	PTPN11	1.749057715e-05	1.312615239e-05	2.185500191e-05	0.9954686741	single
P20042	EIF2S2	1.74823465e-05	1.139310133e-05	2.357159166e-05	0.9954861564	single
Q9Y3Q8	TSC22D4	1.734638113e-05	7.318226539e-06	2.737453572e-05	0.9955035028	single
Q9NP59	SLC40A1	1.725874612e-05	3.245061753e-06	3.127243049e-05	0.9955207616	single
Q9BZE9	ASPSCR1	1.697109804e-05	1.141558296e-05	2.252661312e-05	0.9955377327	single
Q04656	ATP7A	1.69519393e-05	7.988376967e-06	2.591550163e-05	0.9955546846	single
Q7Z6L1	TECPR1	1.692219755e-05	1.282990099e-05	2.10144941e-05	0.9955716068	single
O95197	RTN3	1.675039856e-05	9.351942883e-06	2.414885423e-05	0.9955883572	single
Q13492	PICALM	1.669580053e-05	2.416235978e-06	3.097536509e-05	0.995605053	single
P17927	CR1	1.65714733e-05	0	4.132156284e-05	0.9956216245	single
P09497	CLTB	1.656083287e-05	1.170102074e-05	2.1420645e-05	0.9956381853	single
P81605	DCD	1.642408826e-05	3.411082923e-07	3.250706823e-05	0.9956546094	single
P47813	EIF1AX	1.639826393e-05	1.009782846e-05	2.26986994e-05	0.9956710077	single
Q04917	YWHAH	1.629022574e-05	8.864010386e-06	2.37164411e-05	0.9956872979	single
P60520	GABARAPL2	1.628160811e-05	4.455891634e-06	2.810732458e-05	0.9957035795	single
Q99829	CPNE1	1.622857021e-05	1.256425e-05	1.989289042e-05	0.9957198081	single
Q8WYN0	ATG4A	1.619871254e-05	5.267738446e-06	2.712968663e-05	0.9957360068	single
Q92598	HSPH1	1.613276244e-05	4.74213876e-06	2.752338612e-05	0.9957521395	single
Q9UG56	PISD	1.612097619e-05	1.01435433e-05	2.209840907e-05	0.9957682605	single
O43633	CHMP2A	1.610298271e-05	1.106952296e-05	2.113644246e-05	0.9957843635	single
Q15404	RSU1	1.609522425e-05	9.3886486e-06	2.28017999e-05	0.9958004587	single
A5A3E0	POTEF	1.607392406e-05	4.601205926e-06	2.75466422e-05	0.9958165326	single
P47755	CAPZA2	1.598810038e-05	6.788915324e-06	2.518728543e-05	0.9958325207	single
Q86Y82	STX12	1.594443639e-05	0	4.191311687e-05	0.9958484652	single
P04921	GYPC	1.593337105e-05	6.700145029e-06	2.516659707e-05	0.9958643985	single
Q7Z2W4	ZC3HAV1	1.592144565e-05	1.420105599e-05	1.764183531e-05	0.99588032	single
Q9NZU1	FLRT1	1.588999562e-05	4.857892146e-06	2.69220991e-05	0.99589621	single
P78318	IGBP1	1.58769183e-05	1.225189986e-05	1.950193674e-05	0.9959120869	single
Q9Y4P8	WIPI2	1.587499248e-05	3.368935633e-06	2.838104932e-05	0.9959279619	single
Q8TDC3	BRSK1	1.584547083e-05	0	4.718792316e-05	0.9959438074	single
Q6IA69	NADSYN1	1.573714304e-05	5.193049861e-07	3.095498109e-05	0.9959595445	single
Q9NUQ9	CYRIB	1.544200825e-05	1.091440693e-05	1.996960956e-05	0.9959749865	single
Q6FI81	CIAPIN1	1.537163848e-05	0	4.250001157e-05	0.9959903582	single
P07858	CTSB	1.531858827e-05	2.491527253e-06	2.814564928e-05	0.9960056767	single
Q8N3D4	EHBP1L1	1.518629681e-05	8.792309361e-06	2.158028426e-05	0.996020863	single
Q7L9L4	MOB1B	1.515479512e-05	1.470192975e-05	1.560766048e-05	0.9960360178	single
Q09161	NCBP1	1.512556677e-05	0	3.852153246e-05	0.9960511434	single
Q9Y5K6	CD2AP	1.508050398e-05	9.099633011e-06	2.106137494e-05	0.9960662239	single
Q9BTY7	HGH1	1.504063935e-05	1.126331251e-05	1.881796619e-05	0.9960812646	single
Q9NZ08	ERAP1	1.497323611e-05	4.498229337e-06	2.544824289e-05	0.9960962378	single
Q53FA7	TP53I3	1.49218218e-05	7.301729764e-06	2.254191384e-05	0.9961111596	single
P16949	STMN1	1.487140995e-05	9.305009954e-06	2.043780994e-05	0.996126031	single
Q9P0J7	KCMF1	1.485408244e-05	8.578309847e-06	2.112985503e-05	0.9961408851	single
Q16186	ADRM1	1.473773981e-05	1.120934486e-05	1.826613476e-05	0.9961556228	single
O75695	RP2	1.467959441e-05	9.173256672e-06	2.018593216e-05	0.9961703024	single
Q92973	TNPO1	1.455692859e-05	1.106607918e-06	2.800724926e-05	0.9961848594	single
Q5R3I4	TTC38	1.452442295e-05	3.461054443e-06	2.558779145e-05	0.9961993838	single
O43314	PPIP5K2	1.451924713e-05	5.522540182e-06	2.351595408e-05	0.996213903	single
Q92930	RAB8B	1.450216449e-05	9.311597138e-06	1.969273184e-05	0.9962284052	single
P33176	KIF5B	1.446755113e-05	1.564237683e-06	2.737086458e-05	0.9962428727	single
Q9Y4G8	RAPGEF2	1.444223994e-05	3.996338173e-06	2.48881417e-05	0.996257315	summed:3
O00148	DDX39A	1.441058157e-05	3.538386561e-06	2.528277659e-05	0.9962717256	summed:2
P46926	GNPDA1	1.437909273e-05	7.705994377e-06	2.105219108e-05	0.9962861047	single
Q7L576	CYFIP1	1.431180518e-05	6.554567886e-06	2.206904248e-05	0.9963004165	single
P62906	RPL10A	1.41866167e-05	0	3.351260328e-05	0.9963146031	single
O94973	AP2A2	1.416089647e-05	1.264044737e-05	1.568134557e-05	0.996328764	summed:3
Q16570	ACKR1	1.404525783e-05	5.42068552e-06	2.266983015e-05	0.9963428092	single
P36543	ATP6V1E1	1.399252057e-05	9.114305631e-06	1.88707355e-05	0.9963568018	single
O95861	BPNT1	1.392721652e-05	3.545599697e-06	2.430883335e-05	0.996370729	single
Q10471	GALNT2	1.392455701e-05	5.132130854e-06	2.271698317e-05	0.9963846535	single
O14983	ATP2A1	1.378580142e-05	0	2.982725312e-05	0.9963984393	single
Q13144	EIF2B5	1.375273608e-05	9.353603973e-06	1.815186818e-05	0.9964121921	single
Q15366	PCBP2	1.371422666e-05	6.275841493e-06	2.115261182e-05	0.9964259063	single
O14950	MYL12B	1.370799479e-05	6.19440655e-06	2.122158304e-05	0.9964396143	single
Q9Y2Z0	SUGT1	1.37067737e-05	1.062325298e-05	1.679029443e-05	0.9964533211	single
A6NFX1	MFSD2B	1.369939395e-05	0	3.543292461e-05	0.9964670205	single
Q9ULC4	MCTS1	1.369643328e-05	7.956603657e-06	1.94362629e-05	0.9964807169	single
Q7LBR1	CHMP1B	1.357883463e-05	3.885797688e-06	2.327187157e-05	0.9964942957	single
Q12959	DLG1	1.347161416e-05	0	3.720544493e-05	0.9965077673	single
P60983	GMFB	1.338807069e-05	1.238504302e-05	1.439109837e-05	0.9965211554	single
Q9BXS5	AP1M1	1.338474807e-05	0	3.460010125e-05	0.9965345402	single
P21108	PRPS1L1	1.334952105e-05	0	4.004856316e-05	0.9965478897	single
Q9Y5L0	TNPO3	1.317948046e-05	7.418515426e-06	1.89404455e-05	0.9965610692	single
P52294	KPNA1	1.313420575e-05	9.881373363e-06	1.638703814e-05	0.9965742034	single
Q9UN37	VPS4A	1.311151899e-05	7.346953729e-06	1.887608425e-05	0.9965873149	single
O60232	ZNRD2	1.309407322e-05	6.730430645e-07	2.551510338e-05	0.996600409	single
Q8WW22	DNAJA4	1.307822298e-05	7.696349114e-06	1.846009684e-05	0.9966134872	single
Q9BWS9	CHID1	1.304649171e-05	5.622184771e-06	2.047079864e-05	0.9966265337	single
P23743	DGKA	1.294191682e-05	0	3.592651869e-05	0.9966394756	single
Q9UIW2	PLXNA1	1.293433288e-05	4.610059917e-06	2.125860585e-05	0.9966524099	single
P07108	DBI	1.291143502e-05	9.495769983e-06	1.632710005e-05	0.9966653214	single
P11766	ADH5	1.286881554e-05	2.949746088e-06	2.278788499e-05	0.9966781902	single
O75396	SEC22B	1.285249956e-05	7.768300754e-06	1.793669837e-05	0.9966910427	single
Q53GQ0	HSD17B12	1.282273648e-05	8.007514465e-06	1.76379585e-05	0.9967038654	single
E9PAV3	NACA	1.271025281e-05	8.477518186e-06	1.694298744e-05	0.9967165757	single
P32856	STX2	1.262685192e-05	5.668809055e-06	1.958489478e-05	0.9967292025	single
Q9NVZ3	NECAP2	1.262543907e-05	1.008523864e-05	1.516563949e-05	0.996741828	single
P05109	S100A8	1.261460617e-05	0	3.667449318e-05	0.9967544426	single
P26641	EEF1G	1.251901296e-05	7.238443362e-06	1.779958256e-05	0.9967669616	single
O43149	ZZEF1	1.246243211e-05	8.943764737e-06	1.598109949e-05	0.996779424	single
P49588	AARS1	1.244329528e-05	9.046399407e-06	1.584019115e-05	0.9967918673	single
Q02790	FKBP4	1.242607826e-05	8.382485602e-06	1.646967092e-05	0.9968042934	single
Q8TEB1	DCAF11	1.24106296e-05	5.804526011e-06	1.901673319e-05	0.996816704	single
Q6DD88	ATL3	1.231337278e-05	7.580945359e-06	1.70458002e-05	0.9968290174	single
Q9BT09	CNPY3	1.227186393e-05	0	2.645360432e-05	0.9968412892	single
Q8N0W3	FCSK	1.225459175e-05	5.961706113e-07	2.391301288e-05	0.9968535438	single
P20339	RAB5A	1.210822413e-05	2.465340442e-06	2.175110782e-05	0.9968656521	single
P46940	IQGAP1	1.209800764e-05	4.334235578e-06	1.98617797e-05	0.9968777501	single
P14314	PRKCSH	1.19760748e-05	0	2.585178315e-05	0.9968897261	single
O75828	CBR3	1.193551654e-05	1.09318055e-05	1.293922758e-05	0.9969016617	single
Q9BYN0	SRXN1	1.192326541e-05	3.986738577e-06	1.985979224e-05	0.9969135849	single
P63218	GNG5	1.191106228e-05	7.407565972e-07	2.308136796e-05	0.996925496	single
P01857	IGHG1	1.187135318e-05	8.204362191e-06	1.553834417e-05	0.9969373673	single
Q15276	RABEP1	1.185795265e-05	7.89739404e-06	1.581851125e-05	0.9969492253	single
Q9NQW7	XPNPEP1	1.178164502e-05	7.58251163e-06	1.598077842e-05	0.9969610069	single
Q99943	AGPAT1	1.175779833e-05	5.22324544e-06	1.829235123e-05	0.9969727647	single
Q16799	RTN1	1.175102342e-05	3.737787482e-06	1.976425936e-05	0.9969845158	single
Q93050	ATP6V0A1	1.165421545e-05	0	2.789323447e-05	0.99699617	single
Q8N3F0	MTURN	1.164515656e-05	7.720373194e-06	1.556993993e-05	0.9970078151	single
P48739	PITPNB	1.164288138e-05	7.773749613e-06	1.551201315e-05	0.997019458	single
P61960	UFM1	1.163424883e-05	3.605424958e-06	1.96630727e-05	0.9970310923	single
Q16864	ATP6V1F	1.16264978e-05	1.027192445e-05	1.298107115e-05	0.9970427188	single
Q13835	PKP1	1.153664206e-05	2.578829153e-06	2.049445496e-05	0.9970542554	single
P49755	TMED10	1.153538317e-05	7.607898433e-06	1.546286792e-05	0.9970657908	single
P78527	PRKDC	1.146998555e-05	6.33079968e-06	1.660917142e-05	0.9970772608	single
Q13576	IQGAP2	1.14364122e-05	1.461430159e-06	2.141139423e-05	0.9970886972	single
Q9BVK6	TMED9	1.140626534e-05	0	2.635471009e-05	0.9971001035	single
O00764	PDXK	1.136562718e-05	2.456092837e-06	2.027516152e-05	0.9971114691	single
Q15084	PDIA6	1.134936191e-05	7.239129854e-06	1.545959396e-05	0.9971228184	single
Q9BRP4	PAAF1	1.128799929e-05	6.223322741e-06	1.635267585e-05	0.9971341064	single
Q8IUW5	RELL1	1.12705481e-05	1.744587819e-06	2.079650838e-05	0.997145377	single
Q9HD40	SEPSECS	1.124560163e-05	5.798969673e-06	1.669223358e-05	0.9971566226	single
Q9NSY1	BMP2K	1.121715102e-05	7.045179382e-06	1.538912266e-05	0.9971678397	single
Q9NTJ4	MAN2C1	1.110743464e-05	2.932355624e-06	1.928251365e-05	0.9971789472	single
Q99536	VAT1	1.089937425e-05	4.962162416e-06	1.683658608e-05	0.9971898465	single
Q8WUD1	RAB2B	1.087921059e-05	2.243159168e-06	1.9515262e-05	0.9972007258	single
Q96K76	USP47	1.085478531e-05	4.114773153e-06	1.759479747e-05	0.9972115805	single
P67809	YBX1	1.084909221e-05	6.31430697e-06	1.538387745e-05	0.9972224296	single
O75340	PDCD6	1.084639607e-05	1.007561498e-05	1.161717716e-05	0.997233276	single
Q9NP98	MYOZ1	1.0796662e-05	0	3.13851239e-05	0.9972440727	single
O14737	PDCD5	1.079189752e-05	7.328368967e-06	1.425542608e-05	0.9972548646	single
Q53TN4	CYBRD1	1.073163188e-05	7.728122852e-06	1.373514091e-05	0.9972655962	single
O15212	PFDN6	1.064843679e-05	3.637287612e-07	2.093314481e-05	0.9972762447	single
P46109	CRKL	1.058745307e-05	5.876036504e-06	1.529886964e-05	0.9972868321	single
P61160	ACTR2	1.055694617e-05	2.9463279e-06	1.816756445e-05	0.9972973891	single
Q9Y490	TLN1	1.046764815e-05	2.660048024e-06	1.827524827e-05	0.9973078567	single
P68431	H3C1	1.038636399e-05	4.779384985e-06	1.5993343e-05	0.9973182431	single
Q5T2T1	MPP7	1.030729376e-05	6.60879052e-06	1.4005797e-05	0.9973285504	single
Q9H2G2	SLK	1.027507044e-05	2.302066767e-06	1.824807411e-05	0.9973388254	single
Q13464	ROCK1	1.02395297e-05	0	2.902137493e-05	0.997349065	single
P09525	ANXA4	1.023726325e-05	7.438974052e-06	1.303555245e-05	0.9973593022	single
O75935	DCTN3	1.022262273e-05	3.340683868e-06	1.71045616e-05	0.9973695249	single
Q86TI2	DPP9	1.020851393e-05	8.688108076e-06	1.172891979e-05	0.9973797334	single
P31153	MAT2A	1.015734952e-05	6.011956758e-06	1.430274228e-05	0.9973898907	single
Q15370	ELOB	1.008477097e-05	6.694517125e-06	1.347502482e-05	0.9973999755	single
Q96FZ7	CHMP6	1.008194166e-05	0	2.335865024e-05	0.9974100574	single
P30040	ERP29	1.007922891e-05	0	2.035447061e-05	0.9974201367	single
Q9BS26	ERP44	1.007692433e-05	3.62950286e-06	1.652434579e-05	0.9974302136	single
O15498	YKT6	1.007514802e-05	2.767196753e-06	1.738309929e-05	0.9974402887	single
Q8NEV8	EXPH5	1.000219805e-05	4.866013891e-06	1.51383822e-05	0.9974502909	single
Q96H79	ZC3HAV1L	1.000100457e-05	0	2.908732688e-05	0.9974602919	single
P02792	FTL	9.988345377e-06	2.814194981e-07	1.969527126e-05	0.9974702803	single
Q9C0E2	XPO4	9.978428803e-06	6.528198661e-06	1.342865895e-05	0.9974802587	single
Q9Y5K8	ATP6V1D	9.95611127e-06	5.787178447e-06	1.412504409e-05	0.9974902148	single
Q8IWA5	SLC44A2	9.941440707e-06	5.094962038e-06	1.478791938e-05	0.9975001563	single
Q9UI26	IPO11	9.900865667e-06	7.516066442e-06	1.228566489e-05	0.9975100571	single
Q96CD2	PPCDC	9.825525935e-06	7.070691174e-06	1.25803607e-05	0.9975198826	single
O43791	SPOP	9.778967904e-06	3.22448261e-06	1.63334532e-05	0.9975296616	single
P16083	NQO2	9.737501744e-06	0	2.016424927e-05	0.9975393991	single
Q9UKY7	CDV3	9.713358109e-06	6.30293455e-06	1.312378167e-05	0.9975491125	single
Q9Y5S2	CDC42BPB	9.655913779e-06	3.829402648e-06	1.548242491e-05	0.9975587684	single
Q14008	CKAP5	9.587763787e-06	6.282864534e-06	1.289266304e-05	0.9975683562	single
P27448	MARK3	9.576366414e-06	5.744192178e-06	1.340854065e-05	0.9975779325	summed:2
Q12981	BNIP1	9.557451754e-06	3.501969671e-06	1.561293384e-05	0.99758749	single
Q9Y6M5	SLC30A1	9.513327459e-06	0	2.475034774e-05	0.9975970033	single
O00182	LGALS9	9.361768812e-06	0	1.93645212e-05	0.9976063651	single
Q15369	ELOC	9.306324439e-06	3.569743103e-06	1.504290577e-05	0.9976156714	single
Q92734	TFG	9.277585576e-06	6.786829562e-06	1.176834159e-05	0.997624949	single
P11233	RALA	9.274019151e-06	2.23222519e-06	1.631581311e-05	0.997634223	single
Q9UNQ0	ABCG2	9.190587297e-06	0	2.08161283e-05	0.9976434136	single
Q9NRS6	SNX15	9.188278739e-06	7.50671986e-06	1.086983762e-05	0.9976526019	single
Q12955	ANK3	9.17301692e-06	3.650646713e-06	1.469538713e-05	0.9976617749	single
Q9UHD1	CHORDC1	9.145496932e-06	6.24959313e-06	1.204140073e-05	0.9976709204	single
Q13164	MAPK7	9.131763124e-06	0	2.036500182e-05	0.9976800521	single
Q9NZL9	MAT2B	9.095761639e-06	6.428710457e-06	1.176281282e-05	0.9976891479	single
Q9BRG1	VPS25	9.084851347e-06	4.461669126e-06	1.370803357e-05	0.9976982328	single
O43264	ZW10	9.079506662e-06	0	2.435357566e-05	0.9977073123	single
P62805	H4C1	9.077118047e-06	0	2.05849187e-05	0.9977163894	single
Q9UL25	RAB21	9.011326529e-06	2.691399792e-06	1.533125327e-05	0.9977254007	single
Q6ZVL6	KIAA1549L	8.981200615e-06	1.852605311e-06	1.610979592e-05	0.9977343819	single
P49321	NASP	8.94989274e-06	7.120136102e-06	1.077964938e-05	0.9977433318	summed:2
Q15811	ITSN1	8.916904595e-06	4.580422501e-06	1.325338669e-05	0.9977522487	single
P51811	XK	8.880790354e-06	1.469133582e-06	1.629244713e-05	0.9977611295	single
Q9H2K8	TAOK3	8.878329046e-06	7.705881431e-07	1.698606995e-05	0.9977700078	single
Q9NZJ9	NUDT4	8.876413431e-06	3.990435643e-06	1.376239122e-05	0.9977788842	single
P08865	RPSA	8.857399574e-06	5.776143286e-07	1.713718482e-05	0.9977877416	single
P14923	JUP	8.848997321e-06	0	2.268751561e-05	0.9977965906	single
P15170	GSPT1	8.816727655e-06	5.603522639e-06	1.202993267e-05	0.9978054074	single
P49915	GMPS	8.810055753e-06	3.023655259e-06	1.459645625e-05	0.9978142174	single
P13693	TPT1	8.798152014e-06	3.648125311e-07	1.72314915e-05	0.9978230156	single
Q9BZV1	UBXN6	8.792870862e-06	0	2.636141145e-05	0.9978318084	single
Q8N4P3	HDDC3	8.722940989e-06	5.148463715e-06	1.229741826e-05	0.9978405314	single
Q9P0L0	VAPA	8.658996527e-06	6.274738016e-06	1.104325504e-05	0.9978491904	summed:2
P61353	RPL27	8.650695878e-06	0	2.426713158e-05	0.9978578411	single
Q6IAN0	DHRS7B	8.614659611e-06	0	2.477371915e-05	0.9978664557	single
Q86TP1	PRUNE1	8.544392354e-06	0	1.930467368e-05	0.9978750001	single
P62837	UBE2D2	8.542770826e-06	4.011590556e-06	1.30739511e-05	0.9978835429	single
P30044	PRDX5	8.540656954e-06	4.331670877e-06	1.274964303e-05	0.9978920836	single
P07948	LYN	8.521444387e-06	0	1.870129337e-05	0.997900605	single
O75170	PPP6R2	8.51924992e-06	0	2.239870136e-05	0.9979091242	single
Q5W0Z9	ZDHHC20	8.507030414e-06	0	2.521311725e-05	0.9979176313	single
Q92783	STAM	8.460507844e-06	3.453891111e-06	1.346712458e-05	0.9979260918	single
Q8NCW5	NAXE	8.417184519e-06	3.912851062e-06	1.292151798e-05	0.997934509	single
Q02413	DSG1	8.388999674e-06	0	2.14425356e-05	0.997942898	single
Q99880	H2BC13	8.364527083e-06	0	1.85879008e-05	0.9979512625	single
P46108	CRK	8.344379791e-06	2.706467597e-06	1.398229199e-05	0.9979596069	single
Q96KG9	SCYL1	8.328994336e-06	6.545466276e-06	1.01125224e-05	0.9979679359	single
Q14773	ICAM4	8.324484706e-06	3.233821116e-06	1.34151483e-05	0.9979762604	single
O60763	USO1	8.319147553e-06	4.21016758e-06	1.242812753e-05	0.9979845795	single
Q9UFG5	C19orf25	8.266269922e-06	1.580254308e-06	1.495228554e-05	0.9979928458	single
P36578	RPL4	8.255690358e-06	4.458292098e-06	1.205308862e-05	0.9980011015	single
Q9P2X0	DPM3	8.228675543e-06	0	2.468602663e-05	0.9980093301	single
Q9H0V9	LMAN2L	8.136280049e-06	2.698887054e-06	1.357367304e-05	0.9980174664	single
Q8NFU3	TSTD1	8.119092626e-06	3.806538209e-06	1.243164704e-05	0.9980255855	single
P84098	RPL19	8.115437949e-06	2.397671485e-06	1.383320441e-05	0.9980337009	single
O43707	ACTN4	8.051774032e-06	2.824101558e-06	1.327944651e-05	0.9980417527	single
P53680	AP2S1	8.03922718e-06	0	1.848118631e-05	0.998049792	single
O43826	SLC37A4	8.038503285e-06	9.004002329e-09	1.606800257e-05	0.9980578305	single
Q8TAC1	RFESD	7.927349015e-06	4.35296244e-06	1.150173559e-05	0.9980657578	single
P62917	RPL8	7.90491539e-06	0	1.640278296e-05	0.9980736627	single
P53041	PPP5C	7.879530283e-06	5.638752089e-06	1.012030848e-05	0.9980815422	single
Q5T6V5	QNG1	7.840882773e-06	3.700034143e-06	1.19817314e-05	0.9980893831	single
Q9H4A4	RNPEP	7.789188424e-06	3.197055728e-06	1.238132112e-05	0.9980971723	single
P0C7P3	SLFN14	7.787999121e-06	4.772188436e-06	1.080380981e-05	0.9981049603	single
Q9Y5K5	UCHL5	7.715249814e-06	4.56430702e-06	1.086619261e-05	0.9981126756	summed:2
P11940	PABPC1	7.710666793e-06	3.573995532e-06	1.184733805e-05	0.9981203862	single
P61313	RPL15	7.697856561e-06	5.87473702e-06	9.520976102e-06	0.9981280841	single
Q9BTU6	PI4K2A	7.691745348e-06	2.653262581e-06	1.273022812e-05	0.9981357758	single
P62136	PPP1CA	7.651774038e-06	0	1.749383563e-05	0.9981434276	single
P05161	ISG15	7.635198048e-06	2.745908085e-06	1.252448801e-05	0.9981510628	single
P21399	ACO1	7.625592933e-06	5.561005041e-06	9.690180825e-06	0.9981586884	single
P11441	UBL4A	7.60070809e-06	0	1.960735189e-05	0.9981662891	single
P67870	CSNK2B	7.57905716e-06	6.314262817e-06	8.843851503e-06	0.9981738682	single
P10909	CLU	7.556415463e-06	0	1.5147541e-05	0.9981814246	single
Q9NQC3	RTN4	7.51964219e-06	0	2.013402296e-05	0.9981889442	single
Q9NZZ3	CHMP5	7.506039821e-06	3.657757117e-06	1.135432252e-05	0.9981964503	single
Q9NZW5	PALS2	7.476241529e-06	3.458110913e-06	1.149437215e-05	0.9982039265	single
Q15003	NCAPH	7.40161733e-06	5.213278075e-06	9.589956586e-06	0.9982113281	single
P16615	ATP2A2	7.224748452e-06	3.039985888e-06	1.140951102e-05	0.9982185529	single
O94966	USP19	7.22411159e-06	0	1.802436468e-05	0.998225777	single
P01040	CSTA	7.223137497e-06	0	2.107950929e-05	0.9982330001	single
Q7Z403	TMC6	7.217535906e-06	0	1.746749906e-05	0.9982402177	single
Q8TC12	RDH11	7.199604058e-06	1.10369293e-06	1.329551519e-05	0.9982474173	single
Q9Y285	FARSA	7.197474615e-06	0	1.849719273e-05	0.9982546147	summed:2
Q99933	BAG1	7.188510189e-06	0	2.13549177e-05	0.9982618032	single
A0FGR8	ESYT2	7.158883906e-06	0	1.506302853e-05	0.9982689621	single
Q9Y4L1	HYOU1	7.153934045e-06	3.849205644e-06	1.045866245e-05	0.9982761161	single
O00303	EIF3F	7.067207808e-06	0	1.840720347e-05	0.9982831833	single
P31943	HNRNPH1	7.060896846e-06	3.888603952e-06	1.023318974e-05	0.9982902442	single
Q2TAZ0	ATG2A	7.051469045e-06	3.473805984e-06	1.062913211e-05	0.9982972956	single
Q13608	PEX6	6.98316334e-06	3.450338428e-06	1.051598825e-05	0.9983042788	single
P26639	TARS1	6.966682859e-06	0	1.622103511e-05	0.9983112455	single
P28907	CD38	6.91023619e-06	2.754293969e-06	1.106617841e-05	0.9983181557	single
O00186	STXBP3	6.868267892e-06	1.123701322e-06	1.261283446e-05	0.998325024	single
Q8NC96	NECAP1	6.849875883e-06	0	1.68110207e-05	0.9983318739	single
Q6UW68	TMEM205	6.811709253e-06	0	1.579548156e-05	0.9983386856	single
Q9UDY4	DNAJB4	6.751423238e-06	0	1.531772448e-05	0.998345437	single
Q9H5X1	CIAO2A	6.74639467e-06	2.485400876e-06	1.100738846e-05	0.9983521834	single
Q6L8Q7	PDE12	6.726086454e-06	3.160571542e-06	1.029160137e-05	0.9983589095	single
Q8TCA0	LRRC20	6.725575662e-06	2.322703773e-06	1.112844755e-05	0.9983656351	single
Q5HYI8	RABL3	6.705175651e-06	1.178068416e-06	1.223228289e-05	0.9983723402	single
O95347	SMC2	6.699513903e-06	2.550377141e-06	1.084865066e-05	0.9983790397	single
Q5JS54	PSMG4	6.684810381e-06	3.302199006e-06	1.006742176e-05	0.9983857246	single
Q96S99	PLEKHF1	6.684672323e-06	4.280186984e-06	9.089157661e-06	0.9983924092	single
Q9BT73	PSMG3	6.680149617e-06	4.603078627e-06	8.757220607e-06	0.9983990894	single
Q92696	RABGGTA	6.640572418e-06	2.16477169e-07	1.306466767e-05	0.9984057299	single
Q5D862	FLG2	6.614995395e-06	0	1.73592683e-05	0.9984123449	single
Q8WUY1	THEM6	6.54420019e-06	3.404615805e-06	9.683784576e-06	0.9984188891	single
P49589	CARS1	6.453999392e-06	5.614604985e-06	7.2933938e-06	0.9984253431	single
P52597	HNRNPF	6.445014396e-06	4.83227085e-06	8.057757942e-06	0.9984317882	single
Q7L5Y1	ENOSF1	6.397363464e-06	0	1.305652777e-05	0.9984381855	single
Q9H6H4	REEP4	6.356064722e-06	1.62808248e-06	1.108404696e-05	0.9984445416	single
Q9UHY1	NRBP1	6.313270811e-06	2.480179949e-06	1.014636167e-05	0.9984508549	single
Q9Y666	SLC12A7	6.265664264e-06	1.083961264e-06	1.144736726e-05	0.9984571205	single
P04844	RPN2	6.252933295e-06	0	1.49851188e-05	0.9984633735	single
P43250	GRK6	6.239049422e-06	2.267707913e-06	1.021039093e-05	0.9984696125	single
Q9NZ43	USE1	6.237413224e-06	3.188451175e-06	9.286375272e-06	0.9984758499	single
Q8N370	SLC43A2	6.23471859e-06	4.750369793e-07	1.19944002e-05	0.9984820846	single
Q9Y277	VDAC3	6.225084973e-06	5.082316289e-06	7.367853656e-06	0.9984883097	single
O43169	CYB5B	6.222734584e-06	0	1.414775098e-05	0.9984945325	single
Q8N4S9	MARVELD2	6.18954695e-06	3.093068293e-06	9.286025607e-06	0.998500722	single
